place_id,name_checked,address_checked,phone,city,district,business_status,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
ChIJQ3PIySKpQjQRx7ittR26cdw,茂生動物醫院,241台灣新北市三重區重新路一段64號,0229757666,新北市,三重區,OPERATIONAL,49.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,122.0,121.5021458,25.0635571,https://maps.google.com/?cid=15884681997477329095,https://pse.is/496w8v,2025-07-27
ChIJQ4ZK9MIFbjQRqE85-rXQsvY,惠馨動物醫院,741台灣臺南市善化區民生路397號,065854119,台南市,善化區,OPERATIONAL,66.5,"['establishment', 'health', 'pharmacy', 'point_of_interest', 'store', 'veterinary_care']",4.6,494.0,120.2961604,23.1301738,https://maps.google.com/?cid=17776500159190486952,http://wethinkah.com/,2025-02-11
ChIJQ5U7G6QCaDQR2qyY9nc97hE,隆安動物醫院,220台灣新北市板橋區忠孝路79號,0289533055,新北市,板橋區,OPERATIONAL,66.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.3,45.0,121.46194,25.0022232,https://maps.google.com/?cid=1292037728549514458,,2024-10-05
ChIJQ600INypQjQRIsmNqALFMYM,皇合動物醫院,104台灣臺北市中山區建國北路三段121號,0225183325,臺北市,中山區,OPERATIONAL,44.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,42.0,121.5356591,25.0667647,https://maps.google.com/?cid=9453553708035852578,https://www.facebook.com/profile.php?id=100077697543084,2024-12-07
ChIJQ7VO05oFbjQRlX10PkgigUI,高雄東林動物醫院 - 急診動物醫院 | 24H透析照護中心,806台灣高雄市前鎮區二聖二路64號,073369696,高雄市,前鎮區,OPERATIONAL,91.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,49.0,120.3162299,22.6132649,https://maps.google.com/?cid=4792149172179729813,https://www.facebook.com/donglin.ah/,2025-06-27
ChIJQ8RqeDupQjQRY4zmPw0saTw,瑪雅動物醫院,234台灣新北市永和區中和路333號,0289211948,新北市,永和區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,303.0,121.5073218,24.9998092,https://maps.google.com/?cid=4353058950248565859,,2025-08-18
ChIJQQLL-gc9aTQRZS7KNvTJgBA,裕源動物醫院,"號 No. 2-198, 五權路西區臺中市台灣 403",0423717741,臺中市,西區,OPERATIONAL,56.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,45.0,120.6666639,24.133517,https://maps.google.com/?cid=1189172352354233957,,2022-08-08
ChIJQUILCNsXaTQRMc2oRJD8FVU,濟生動物醫院,406台灣臺中市北屯區北平路三段75-12號,0422385886,台中市,北屯區,OPERATIONAL,75.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.6,29.0,120.681924,24.1711445,https://maps.google.com/?cid=6131084164292201777,,2023-11-30
ChIJQZ9PueYXaTQRXT5VodTu3Pc,台中亞東綜合動物醫院,406台灣北屯區昌平路一段27號,0422336101,台中市,北屯區,OPERATIONAL,30.0,"['establishment', 'health', 'hospital', 'point_of_interest']",4.0,165.0,120.6936205,24.1666729,https://maps.google.com/?cid=17860412819251740253,https://www.facebook.com/asiafirstveterinary/,2024-09-12
ChIJQ_c6d1MDbjQRRfcjA27vNMA,全宏動物醫院,830台灣高雄市鳳山區南華一路85號,077928275,高雄市,鳳山區,OPERATIONAL,51.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,104.0,120.3436324,22.5958761,https://maps.google.com/?cid=13849958009849247557,http://chuanhungvet.blogspot.com/,2025-10-22
ChIJQbMhOVojaDQRKcAZN6cbx8Y,磨鼻子動物醫院《24小時住院照護》中壢獸醫急診｜寵物心臟科｜牙科｜眼科｜皮膚科｜腫瘤科｜骨科｜外科手術,320台灣桃園市中壢區延平路20號,034535745,桃園市,中壢區,OPERATIONAL,119.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,525.0,121.2331276,24.9638066,https://maps.google.com/?cid=14323447544873074729,https://www.bisousah.com.tw/,2025-07-13
ChIJQbkPemNxbjQRCEXrw5xI8NI,大愛動物醫院(歸仁),711台灣臺南市歸仁區中山路三段146號,063300599,台南市,歸仁區,OPERATIONAL,30.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,345.0,120.2845213,22.9679659,https://maps.google.com/?cid=15199728580514497800,,2025-09-12
ChIJQf5my-c8aTQRL9YzdYH9b2E,中一動物醫院,412台灣臺中市大里區西榮路201號,0424814507,臺中市,大里區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,140.0,120.6862493,24.109598,https://maps.google.com/?cid=7021109076552832559,,2024-10-13
ChIJQfmTxG_QDRQRIxrd30bqNZI,汎亞動物醫院,111台灣臺北市士林區承德路四段183號,0228826655,臺北市,士林區,OPERATIONAL,55.5,"['doctor', 'establishment', 'health', 'point_of_interest', 'veterinary_care']",4.2,436.0,121.5226729,25.0877509,https://maps.google.com/?cid=10535584493427563043,http://www.panasia-vet.com/,2025-06-26
ChIJQyZShXUCaDQRzMU4GVghZ6k,依努動物醫院,235台灣新北市中和區安平路56號,0229436696,新北市,中和區,OPERATIONAL,31.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,522.0,121.5104703,24.9957749,https://maps.google.com/?cid=12206761977275008460,https://www.facebook.com/YiNu.animal.hospital/,2024-03-07
ChIJQz4iqCinQjQRbPaRluvru78,林動物醫院,333台灣桃園市龜山區復興二路110巷62號,033277235,桃園市,龜山區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,124.0,121.3724353,25.0569544,https://maps.google.com/?cid=13815895678965118572,,2024-12-11
ChIJQzAs7_UEbjQRUpqRi9o0HpA,惠明動物醫院,807台灣高雄市三民區嫩江街58號,073161300,高雄市,三民區,OPERATIONAL,75.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.3,16.0,120.298482,22.642572,https://maps.google.com/?cid=10384795904012032594,,2019-09-14
ChIJR0tppf4BaDQRmo0WlHkZabY,剛果非犬貓動物醫院(營業時間以臉書公告為準),231台灣新北市新店區中興路三段259號,0286655702,新北市,新店區,OPERATIONAL,32.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,843.0,121.5422719,24.98459,https://maps.google.com/?cid=13144064997423746458,https://www.facebook.com/congovet,2025-09-17
ChIJR2FP-v4laDQR3NctdItsgoo,恆心動物醫院,327台灣桃園市新屋區三民路585號,034871000,桃園市,新屋區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,93.0,121.0991828,24.972303,https://maps.google.com/?cid=9980659070411855836,https://www.facebook.com/profile.php?id=100083097410625,2025-08-22
ChIJR5kC_uerQjQRqd9cLNOJVds,光蹄動物醫院│進階牙科│牙科X光│犬貓健檢│一般外科│一般內科│動物醫院推薦│,110台灣臺北市信義區光復南路473巷11弄40號,0287865931,臺北市,信義區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,22.0,121.5594928,25.0339564,https://maps.google.com/?cid=15804690007402012585,https://www.luminhoof.com/,2025-04-07
ChIJR8hAw4d2bjQRX2MtiPP5O_U,嘉獸家畜醫院(原：惠獸行),700台灣臺南市中西區府前路一段200號,062286565,台南市,中西區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",2.8,9.0,120.2052522,22.9891149,https://maps.google.com/?cid=17670992387275318111,https://www.iyp.com.tw/062286565,2021-11-01
ChIJR8jtxoIEbjQRYWS73Mz0S6I,上揚動物醫院,802台灣高雄市苓雅區林森二路7-2號,073391010,高雄市,苓雅區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,183.0,120.307999,22.61615,https://maps.google.com/?cid=11694710018111399009,,2022-08-20
ChIJR98aT-iFbjQR4OIMdd6Zutw,樂仁動物醫院,730台灣臺南市新營區民治路6-43號號,066325807,台南市,新營區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.6,96.0,120.321172,23.3112069,https://maps.google.com/?cid=15905194214737896160,,2025-10-24
ChIJR9sNJv4CaDQRk1iZPdYk1Hk,明滙動物醫院,231台灣新北市新店區安祥路104-7號,0282151631,新北市,新店區,OPERATIONAL,29.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,94.0,121.4795229,24.9623994,https://maps.google.com/?cid=8778682076227000467,https://www.facebook.com/margramanimalhospital/,2025-08-13
ChIJRQpQcQA9aTQRhcrWrs2Zg1k,兔兔堂中西獸醫兔專科診所,403台灣臺中市西區向上路一段17巷4之2號,0423012379,臺中市,西區,OPERATIONAL,40.0,"['establishment', 'health', 'point_of_interest']",5.0,44.0,120.6689334,24.1458805,https://maps.google.com/?cid=6450168200005339781,https://www.facebook.com/share/1DyLCe2DZS/?mibextid=LQQJ4d,2025-05-03
ChIJRQy7TyoQbjQRPvYS-ylBgp8,忠平動物醫院,815台灣高雄市大社區中山路98號,073510588,高雄市,大社區,OPERATIONAL,58.5,"['establishment', 'point_of_interest', 'veterinary_care']",3.7,26.0,120.3461394,22.7319184,https://maps.google.com/?cid=11493820847564715582,https://www.facebook.com/petsareyourfamily,2023-12-20
ChIJRSesIzx3bjQRVtE7LKUESL8,慈安動物醫院,709台灣臺南市安南區安中路一段398號,062471728,臺南市,安南區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,10.0,120.2033094,23.0386629,https://maps.google.com/?cid=13783271767025635670,https://www.facebook.com/share/172GeeHPQf/?mibextid=wwXlfr,2025-09-26
ChIJRT-Zsnw9aTQRKkHLV0BfTCw,宏光動物醫院,404台灣臺中市北區健行路588號,0422033280,臺中市,北區,OPERATIONAL,64.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,56.0,120.677319,24.1593045,https://maps.google.com/?cid=3192030965854322986,,2017-09-06
ChIJRTpxt-OrQjQRSeWl6PptYaI,太僕動物醫院（龍江院）台北24小時重症加護醫院/狗貓夜間急診/ICU氧氣病房/骨科手術/內視鏡/心臟/透析洗腎/高壓氧/犬貓輸血,104台灣臺北市中山區龍江路260號,0225170902,臺北市,中山區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,889.0,121.5406477,25.0600053,https://maps.google.com/?cid=11700754231297697097,http://topvet.topet.net/,2025-08-02
ChIJRU4yNoKrQjQRb8AFxTGaojw,核心動物醫院,11494台灣臺北市內湖區舊宗路一段50號,0287910059,臺北市,內湖區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,205.0,121.5802255,25.0584389,https://maps.google.com/?cid=4369224127052365935,https://ahunicore.wordpress.com/,2025-07-06
ChIJRVZgIgGqQjQR7adORV4riKc,景文動物醫院-台北文山區動物醫療服務 中獸醫針灸 雷射治療中心 內科疾病 外科手術 中獸醫針灸推薦,116台灣臺北市文山區景文街29號,0289319955,臺北市,文山區,OPERATIONAL,41.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,291.0,121.5413941,24.9924912,https://maps.google.com/?cid=12071946485056317421,https://www.facebook.com/Jingwenah,2025-09-25
ChIJR_5wwLWoQjQRPq_xyBZzisg,忠正動物醫院,247台灣新北市蘆洲區中正路277號,0228489283,新北市,蘆洲區,OPERATIONAL,33.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,36.0,121.4669454,25.0877124,https://maps.google.com/?cid=14450488896069414718,,2024-06-11
ChIJRaw1gC0daDQRBF5mnZ8GblM,可麗兒動物醫院,236台灣台灣省土城區中央路二段20號,0222606861,新北市,土城區,OPERATIONAL,0.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.5,26.0,121.442682,24.980489,https://maps.google.com/?cid=6011749835196489220,,2023-06-11
ChIJRdKO44oeaDQRKF_Q_tjEbOg,聖恩動物醫院,333台灣桃園市龜山區萬壽路二段1141號,033507425,桃園市,龜山區,OPERATIONAL,64.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,168.0,121.3330379,24.9934322,https://maps.google.com/?cid=16747977550551080744,,2023-11-13
ChIJRwl_e5MWaTQR5LjBjayk-5I,懷恩動物醫院,428台灣臺中市大雅區中清路四段303號,0425673810,臺中市,大雅區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,17.0,120.6407228,24.2305183,https://maps.google.com/?cid=10591240009711466724,,2024-01-12
ChIJRyNQcO52bjQRIHGa5tMDVE8,勝立動物醫院,700台灣臺南市中西區公園路84巷4號1樓,062228318,台南市,中西區,OPERATIONAL,49.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,275.0,120.2063198,22.9961775,https://maps.google.com/?cid=5716198035681866016,http://www.facebook.com/SHENGLIAH,2019-12-28
ChIJS14lyRGsQjQR_wSbv-0vGks,惟新動物醫院,104台灣臺北市中山區明水路672巷34號,0285023725,臺北市,中山區,OPERATIONAL,39.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,160.0,121.5518914,25.0834478,https://maps.google.com/?cid=5411690600407434495,http://www.wellseen.com.tw/,2025-07-30
ChIJS18-rT09aDQRBIbUS1DZAUQ,彼沐動物醫院-龍潭動物醫院|動物牙科|獸醫推薦|動物內科|寵物健康檢查|動物家醫科|貓友善醫院|動物超音波,325台灣桃園市龍潭區中豐路267號,034990258,桃園市,龍潭區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",5.0,19.0,121.2121535,24.8771066,https://maps.google.com/?cid=4900436808448640516,https://www.facebook.com/profile.php?id=61579164067329,2025-10-16
ChIJS2bSrk09aTQRTekKxKmRg_M,何康動物醫院,401台灣臺中市東區十甲東路657號,0422154869,臺中市,東區,OPERATIONAL,30.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,358.0,120.7087816,24.1441062,https://maps.google.com/?cid=17547028731490134349,https://zh-tw.facebook.com/hokonganimalhospital/,2024-07-08
ChIJS2prPFypQjQRQ6a0lZ60O54,長宏動物醫院,10491台灣臺北市中山區吉林路173號,0225678939,臺北市,中山區,OPERATIONAL,48.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,400.0,121.5303654,25.0593544,https://maps.google.com/?cid=11401905474828019267,http://changchung0113.blogspot.tw/,2025-08-13
ChIJS3WAqCI9aTQRg4nZ2mKF-tE,哈囉彼得動物醫院 HelloPeter,408台灣臺中市南屯區東興路二段29號,0424728828,臺中市,南屯區,OPERATIONAL,59.0,"['establishment', 'point_of_interest', 'veterinary_care']",0.0,0.0,120.652762,24.136972,https://maps.google.com/?cid=15130552557729581443,https://www.hellopeter.org/,
ChIJS5uyjRo9aTQRWWgVeq7l3B8,高生動物醫院,40247台灣臺中市南區信義南街249號,0422211008,臺中市,南區,OPERATIONAL,48.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,92.0,120.6796636,24.130253,https://maps.google.com/?cid=2295962447587403865,https://www.facebook.com/%E9%AB%98%E7%94%9F%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-1945052339133093,2025-06-05
ChIJS6kqHWipQjQRtIXBkE8bsbM,星宇動物醫院-蘆洲區動物醫院推薦|內視鏡動物醫院|寵物健康諮詢|寵物生病|寵物醫院|獸醫推薦,247台灣新北市蘆洲區長榮路256號,0282860066,新北市,蘆洲區,OPERATIONAL,53.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,470.0,121.4606189,25.0859792,https://maps.google.com/?cid=12948160432211854772,https://www.facebook.com/uvh2021,2025-02-16
ChIJS7MdEjKmQjQRrOS9pf3EbDY,泰林動物醫院,243台灣新北市泰山區楓江路21號,0229090833,新北市,泰山區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,221.0,121.4340574,25.0625213,https://maps.google.com/?cid=3921725969219314860,,2025-03-21
ChIJS8gSRgBxbjQRDSYXsaklKHw,小鯢特殊寵物專科醫院,"No. 59號, 永明街永康區臺南市台灣 710",062022252,臺南市,永康區,OPERATIONAL,49.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,46.0,120.2597893,23.0255208,https://maps.google.com/?cid=8946442070522275341,https://www.facebook.com/profile.php?id=61566423217759&mibextid=LQQJ4d,2024-11-22
ChIJSQDLjtirQjQRXfmER8-JadY,凱揚動物醫院 台北市中山區 雷射 高壓氧 健康檢查 洗牙結紮 外科,104台灣臺北市中山區八德路二段331號,0227512218,臺北市,中山區,OPERATIONAL,52.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,260.0,121.5432525,25.0475222,https://maps.google.com/?cid=15450031520022329693,https://www.facebook.com/Care.Veterinary/,2025-07-10
ChIJSSxANOepQjQRvc0wIU7raqo,享家寵物到府善終,100台灣臺北市中正區牯嶺街15-1號,0905060603,臺北市,中正區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,127.0,121.5160043,25.0308239,https://maps.google.com/?cid=12279886054775901629,https://www.homewardpet.com.tw/,2025-09-23
ChIJSVMK2fkUaTQRlXycd8LSSgA,關心動物醫院,433台灣臺中市沙鹿區三民路97號,0426653624,台中市,沙鹿區,OPERATIONAL,46.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,130.0,120.570258,24.2408837,https://maps.google.com/?cid=21060880948821141,https://www.facebook.com/kindheartah/,2025-07-22
ChIJSXHwV3Q9aTQRKaj3CYTI7vk,興旺動物醫院(請先來電詢問),408台灣臺中市南屯區五權西路二段1146號,0423890700,臺中市,南屯區,OPERATIONAL,63.83333333333332,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,322.0,120.6269702,24.1484684,https://maps.google.com/?cid=18009552429329655849,https://www.facebook.com/SW.PET,2024-11-05
ChIJSYKLcSx3bjQRLMNsn82BhpY,邦尼動物醫院,710台灣臺南市永康區永二街399號,062028112,台南市,永康區,OPERATIONAL,55.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,432.0,120.2473529,23.0194844,https://maps.google.com/?cid=10846499472711402284,,2025-10-20
ChIJSZ_rGLesQjQRj3qbKyfvHpk,康泰動物醫院,114台灣臺北市內湖區康樂街164-1號,0226313068,台北市,內湖區,OPERATIONAL,60.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,88.0,121.6192899,25.0731549,https://maps.google.com/?cid=11033519088618666639,,2023-09-25
ChIJS_jhmCCpQjQRTmviZU27y4U,廣福動物醫院,241台灣新北市三重區自強路一段197號,0289836095,新北市,三重區,OPERATIONAL,36.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,109.0,121.491786,25.068478,https://maps.google.com/?cid=9641005368412891982,https://www.facebook.com/GreatFortuneAH/,2022-07-10
ChIJSaA8JNWoQjQREOGxFHYMRCk,台大頑皮動物醫院,241台灣新北市三重區三賢街197號,0228573578,新北市,三重區,OPERATIONAL,58.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,646.0,121.4860144,25.0870519,https://maps.google.com/?cid=2973515355264246032,https://m.facebook.com/ntuvethospital/?locale2=zh_TW#!/ntuvethospital/?locale2=zh_TW,2025-04-23
ChIJScJh3VepQjQRKVxXNc4py4g,101台北貓醫院,10491台灣臺北市中山區建國北路三段101號,0225091101,臺北市,中山區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,310.0,121.536406,25.0661194,https://maps.google.com/?cid=9857018175065381929,https://www.facebook.com/profile.php?id=100076070024023,2024-06-06
ChIJScRyBtscbjQRyHnxOeCCQ9k,尚大動物醫院,812台灣高雄市小港區康莊路142號,078019595,高雄市,小港區,OPERATIONAL,57.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,209.0,120.353376,22.5682986,https://maps.google.com/?cid=15655500629226387912,,2024-05-13
ChIJSfAILk4DbjQR56tqQBdOuyg,凡賽爾動物醫院,830台灣高雄市鳳山區五甲二路399號,077613995,高雄市,鳳山區,OPERATIONAL,45.0,"['establishment', 'pet_store', 'point_of_interest', 'store', 'veterinary_care']",4.3,195.0,120.3353548,22.5974784,https://maps.google.com/?cid=2935025443933957095,https://zh-tw.facebook.com/pages/%E5%87%A1%E8%B3%BD%E7%88%BE%E6%84%9B%E7%8A%AC%E8%B3%BD%E9%B4%BF%E9%86%AB%E9%99%A2/216839465003841,2025-09-20
ChIJSwFKzaWpQjQRMuY3LKifXeI,展望急診重症後送動物醫院,108台灣台北市万华区中华路二段2號一樓,0223880122,臺北市,萬華區,OPERATIONAL,168.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,1409.0,121.5055673,25.0341531,https://maps.google.com/?cid=16311368970050987570,https://www.prospect-vet.com/,2025-09-30
ChIJSyTEPnUPbjQReov_YEy0GDo,文心動物醫院,811台灣高雄市楠梓區惠民路153號,073611990,高雄市,楠梓區,OPERATIONAL,50.5,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,209.0,120.2956766,22.7234025,https://maps.google.com/?cid=4186294093778750330,http://www.facebook.com/vetwensin,2024-07-21
ChIJSyu2MiAfaDQRKMlAIV3d8jU,新世紀獸醫院,330台灣桃園市桃園區萬壽路三段179號,033328100,桃園市,桃園區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,281.0,121.3193228,24.9907622,https://maps.google.com/?cid=3887412820433750312,https://www.facebook.com/newcenturyvet/,2025-05-25
ChIJSzdhwEIFbjQRyT-7Gj0mY58,捷飛達動物醫院,813台灣高雄市左營區榮總路396號,073463666,高雄市,左營區,OPERATIONAL,47.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.2,176.0,120.3219956,22.6851727,https://maps.google.com/?cid=11485065518608236489,https://www.facebook.com/%E6%8D%B7%E9%A3%9B%E9%81%94%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-Jeivita-Animal-Hospital-107523286023087/,2025-08-14
ChIJT-3_rtgXaTQRX3mnnSB6kI0,春天動物醫院,40457台灣臺中市北區進化北路294號,0422350838,臺中市,北區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.0,327.0,120.6827815,24.1632863,https://maps.google.com/?cid=10200787436496714079,https://www.facebook.com/spring.animal.fans?mibextid=LQQJ4d,2025-03-19
ChIJT-GinZOrQjQRPmZ7UpOcou8,澤禾動物醫院,105台灣台北市松山區健康路288號1樓,0227616267,臺北市,松山區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,172.0,121.56503,25.053973,https://maps.google.com/?cid=17267536077849847358,https://www.facebook.com/harvestanimalhospital/,2025-05-05
ChIJT-iTylADbjQRMjZ3e1yzup4,吉貝爾動物醫院,830台灣高雄市鳳山區五常街44號,077688839,高雄市,鳳山區,OPERATIONAL,82.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.9,19.0,120.3268985,22.5965068,https://maps.google.com/?cid=11437651413450569266,,2020-12-23
ChIJT-rKyCY9aTQRvBK0vDpBVAQ,陪伴動物醫院,402台灣臺中市南區建成路1793號,0422662216,臺中市,南區,OPERATIONAL,42.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.9,286.0,120.6706207,24.1262505,https://maps.google.com/?cid=311945994725233340,,2023-06-12
ChIJT1H6dberQjQRrbtoYReo6wM,祐熙動物醫院,11562台灣臺北市南港區玉成街66-26號,0226519198,臺北市,南港區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,196.0,121.5820746,25.0466599,https://maps.google.com/?cid=282504220012755885,https://goo.gl/VzVYCg,2024-11-15
ChIJT1ZEgEsEbjQRqUoShRVMfDQ,寶貝動物醫院,804台灣高雄市鼓山區九如四路1175號,075888268,高雄市,鼓山區,OPERATIONAL,82.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.4,222.0,120.279956,22.660562,https://maps.google.com/?cid=3781981442394966697,https://zh-tw.facebook.com/%E5%AF%B6%E8%B2%9D%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-1927240773958013/,2025-09-16
ChIJT46YooSpQjQRwvmFWIKPo7E,永新動物醫院,103台灣臺北市大同區重慶北路三段185號,0225982889,臺北市,大同區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,66.0,121.513997,25.069284,https://maps.google.com/?cid=12800232355910777282,,2025-01-25
ChIJT49QAsJ2bjQRaxw2_qh9rpE,甜心動物醫院,710台灣臺南市永康區勝利街1巷56號,063122799,臺南市,永康區,OPERATIONAL,83.0,"['establishment', 'health', 'pharmacy', 'point_of_interest', 'store', 'veterinary_care']",4.3,32.0,120.2289664,23.0012609,https://maps.google.com/?cid=10497465946220141675,,2022-10-30
ChIJT5BUTd52bjQR95_Gzs5DREo,佳諾寵物醫院,710台灣臺南市永康區中華路685號,062313399,台南市,永康區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,524.0,120.2286494,23.0160951,https://maps.google.com/?cid=5351476812734439415,https://m.facebook.com/chianuo685/,2025-04-09
ChIJT5SSSiYMbjQR0nIJsbMDDSE,博仁動物醫院,820台灣高雄市岡山區公園西路三段92號,076250777,高雄市,岡山區,OPERATIONAL,66.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,420.0,120.284357,22.7940659,https://maps.google.com/?cid=2381563848253076178,https://www.facebook.com/%E5%B2%A1%E5%B1%B1%E5%8D%9A%E4%BB%81%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-242518152455396/,2025-06-05
ChIJT5TGofqmQjQRyyCRpKm3vfk,林口動物醫院,244台灣新北市林口區中正路496號1樓,0226018364,新北市,林口區,OPERATIONAL,63.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.5,93.0,121.3822251,25.077457,https://maps.google.com/?cid=17995741625280700619,,2023-11-21
ChIJT6GWusACaDQRmy1XhOcPc6I,馨田動物醫院,236台灣新北市土城區金城路二段388號,0222607789,新北市,土城區,OPERATIONAL,67.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.8,181.0,121.4636308,24.985548,https://maps.google.com/?cid=11705717343498218907,https://www.facebook.com/wonderlandanimalclinic/timeline,2025-06-12
ChIJT7Ae9bo9aTQRZXsd_wqoiR0,田心動物醫院,408台灣臺中市南屯區大墩二街82號,0424737161,臺中市,南屯區,OPERATIONAL,72.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.7,64.0,120.6516785,24.1389695,https://maps.google.com/?cid=2128417064092531557,,2024-10-04
ChIJT7lAltAEbjQRSyRmoPJTEn4,立宏動物醫院,807台灣高雄市三民區陽明路310號,073905656,高雄市,三民區,OPERATIONAL,60.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.1,68.0,120.3424707,22.6439148,https://maps.google.com/?cid=9084415699897951307,https://www.facebook.com/LiHongVeterinaryHospital,2024-11-30
ChIJT9dtK3IPbjQRuYxMmOKQUwc,佳醫動物醫院,811台灣高雄市楠梓區德民路970號,073630080,高雄市,楠梓區,OPERATIONAL,54.0,"['establishment', 'point_of_interest', 'veterinary_care']",3.7,118.0,120.288642,22.720836,https://maps.google.com/?cid=527924884224642233,,2021-04-06
ChIJTQ_sFmIeaDQRFYbWpGzrQF4,長春動物醫院,333台灣桃園市龜山區萬壽路二段960號,033298323,桃園市,龜山區,OPERATIONAL,57.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.8,235.0,121.3378981,24.9953675,https://maps.google.com/?cid=6791687089929225749,,2025-04-24
ChIJTRTpqx0haDQR97zYO1f5ZVA,春風動物醫院《眼科｜牙科｜骨科｜內視鏡｜出診｜心臟超音波｜獸醫》,338台灣桃園市蘆竹區大新路171號1樓,033138014,桃園市,蘆竹區,OPERATIONAL,45.0,"['establishment', 'point_of_interest', 'veterinary_care']",4.6,124.0,121.2540713,25.0248105,https://maps.google.com/?cid=5793310648743542007,https://sprwind.com/,2023-02-19
