縣市,行政區,店名,地址,電話,Google 評分,評分人數,營業狀態,營業時間,每週營業時數,最新評論日期,GMap 網址
桃園市,330台灣桃園市桃園區民族路199-2號,萊恩寵物沙龍精品旅館-桃園寵物美容|寵物鮮食|寵物洗澡|寵物安親|貓狗住宿|寵物住宿|寵物旅館|在地推薦寵物店,330台灣桃園市桃園區民族路199-2號,03 360 8693,4.8,193,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,63,2025/9/23,https://maps.google.com/?cid=10307078903851478216
桃園市,330台灣桃園市桃園區樹仁三街79號,艾森寵物沙龍（全預約）,330台灣桃園市桃園區樹仁三街79號,,5,44,營業中,星期一: 10:30 – 19:00; 星期二: 10:30 – 19:00; 星期三: 休息; 星期四: 休息; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,42.5,2025/8/15,https://maps.google.com/?cid=3952764863119966948
桃園市,330台灣桃園市桃園區宏昌一街22號,阿姨家寵物美容,330台灣桃園市桃園區宏昌一街22號,03 260 9980,5,79,營業中,,,2025/10/19,https://maps.google.com/?cid=14797155524824257579
桃園市,330台灣桃園市桃園區敬二街25號23號,孩要有你寵物沙龍 ‍ 桃園寵物美容 桃園寵物沙龍 桃園寵物洗澡 桃園貓狗剪毛 藝文特區寵物美容 藝文特區洗狗,330台灣桃園市桃園區敬二街25號23號,0905 675 625,4.7,154,營業中,星期一: 10:30 – 20:00; 星期二: 10:30 – 20:00; 星期三: 休息; 星期四: 10:30 – 20:00; 星期五: 10:30 – 20:00; 星期六: 10:30 – 20:00; 星期日: 10:30 – 20:00,57,2025/9/15,https://maps.google.com/?cid=13980650423635868444
桃園市,330台灣桃園市桃園區文中三路197號,TUTU寵物SPA沙龍館,330台灣桃園市桃園區文中三路197號,0986 583 238,4.8,116,營業中,星期一: 11:00 – 19:00; 星期二: 11:00 – 19:00; 星期三: 休息; 星期四: 休息; 星期五: 11:00 – 19:00; 星期六: 11:00 – 19:00; 星期日: 11:00 – 19:00,40,2025/9/25,https://maps.google.com/?cid=15466859000509934147
桃園市,330台灣桃園市桃園區大業路二段245號,豆丁寵物美學沙龍(預約優先制)寵物美容/寵物洗澡/大美容/皮膚養護/寵物蛋糕/推薦寵物美容/寵物造型推薦/專業沐浴/護膚SPA/住宿安親,330台灣桃園市桃園區大業路二段245號,0963 762 557,5,42,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 休息; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,54,2025/3/26,https://maps.google.com/?cid=9531441967658000668
桃園市,330台灣桃園市桃園區同安街576號1F,布居寵物生活別館,330台灣桃園市桃園區同安街576號1F,0988 363 908,4.8,487,營業中,星期一: 11:00 – 21:00; 星期二: 11:00 – 21:00; 星期三: 11:00 – 21:00; 星期四: 11:00 – 21:00; 星期五: 11:00 – 21:00; 星期六: 11:00 – 21:00; 星期日: 11:00 – 21:00,70,2025/10/22,https://maps.google.com/?cid=8226046254645641517
桃園市,330台灣桃園市桃園區慈文路635巷23號,沐沐卡夫寵物美容,330台灣桃園市桃園區慈文路635巷23號,03 260 6520,5,38,營業中,星期一: 休息; 星期二: 09:00 – 19:00; 星期三: 09:00 – 19:00; 星期四: 09:00 – 19:00; 星期五: 09:00 – 19:00; 星期六: 09:00 – 19:00; 星期日: 09:00 – 19:00,60,2025/10/23,https://maps.google.com/?cid=11500061708336277212
桃園市,330台灣桃園市桃園區會稽一街60巷1號,曼莉莎精緻寵物沙龍,330台灣桃園市桃園區會稽一街60巷1號,0909 226 587,5,23,營業中,星期一: 11:30 – 22:00; 星期二: 11:30 – 22:00; 星期三: 11:30 – 22:00; 星期四: 11:30 – 22:00; 星期五: 11:30 – 22:00; 星期六: 11:30 – 22:00; 星期日: 11:30 – 22:00,73.5,2025/10/13,https://maps.google.com/?cid=10072636657287606929
桃園市,330台灣桃園市桃園區大連三街,Three寵物美容spa,330台灣桃園市桃園區大連三街 67 巷8號,,5,28,營業中,,,2023/12/23,https://maps.google.com/?cid=15215141792935060436
桃園市,330台灣桃園市桃園區青溪一路128巷7號1樓,潔尼寵物工作室 Jenny pet studio（完全預約制，已暫停接待新顧客）,330台灣桃園市桃園區青溪一路128巷7號1樓,,5,24,營業中,,,2025/6/11,https://maps.google.com/?cid=11579278836347408001
桃園市,10492台灣臺北市中山區長安東路二段220號,PetVida 薇達寵物精品沙龍 펫비다,10492台灣臺北市中山區長安東路二段220號,02 2777 3330,4.9,493,營業中,星期一: 10:30 – 19:00; 星期二: 10:30 – 19:00; 星期三: 10:30 – 19:00; 星期四: 10:30 – 19:00; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,59.5,2025/9/22,https://maps.google.com/?cid=3257189568410149940
桃園市,330台灣桃園市桃園區自強路65巷2號,Qbaby（小型犬）寵物美容,330台灣桃園市桃園區自強路65巷2號,,5,44,營業中,星期一: 休息; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,45,2024/4/10,https://maps.google.com/?cid=3775595744478723207
桃園市,330台灣桃園市桃園區樹林四街84號,Doggy Happy狗狗樂寵物造型沙龍,330台灣桃園市桃園區樹林四街84號,03 377 8666,5,71,營業中,星期一: 休息; 星期二: 09:00 – 19:00; 星期三: 09:00 – 19:00; 星期四: 09:00 – 19:00; 星期五: 09:00 – 19:00; 星期六: 09:00 – 19:00; 星期日: 休息,50,2025/10/7,https://maps.google.com/?cid=7371708616572955649
桃園市,330台灣桃園市桃園區大連四街16號,溫叨｜桃園寵物美容 桃園寵物旅館 桃園寵物安親 桃園洗貓 桃園洗狗 桃園寵物住宿,330台灣桃園市桃園區大連四街16號,03 358 0799,5,24,營業中,星期一: 10:30 – 20:30; 星期二: 10:30 – 20:30; 星期三: 10:30 – 20:30; 星期四: 10:30 – 20:30; 星期五: 10:30 – 20:30; 星期六: 10:30 – 20:30; 星期日: 10:30 – 08:00,81.5,2025/9/29,https://maps.google.com/?cid=6738499876591702424
桃園市,330台灣桃园市桃園區青溪一路36巷38號,貓的報恩貓舍/寵物美容,330台灣桃园市桃園區青溪一路36巷38號,0958 557 541,5,31,營業中,星期一: 11:00 – 22:00; 星期二: 11:00 – 22:00; 星期三: 11:00 – 22:00; 星期四: 11:00 – 22:00; 星期五: 11:00 – 22:00; 星期六: 11:00 – 22:00; 星期日: 11:00 – 22:00,77,2025/10/25,https://maps.google.com/?cid=6751893275546743625
桃園市,330台灣桃園市桃園區南豐三街24號,哞哞寵物美容/茉莉貓皇,330台灣桃園市桃園區南豐三街24號,0983 215 161,4.8,22,營業中,星期一: 10:00 – 19:00; 星期二: 11:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,62,2024/2/28,https://maps.google.com/?cid=18240042217980905160
桃園市,320台灣桃園市中壢區榮安一街365號,源沐寵物沙龍 • 犬貓寵物美容《特聘貓咪美容師》,320台灣桃園市中壢區榮安一街365號,03 461 2221,4.9,104,營業中,星期一: 10:30 – 21:00; 星期二: 10:30 – 21:00; 星期三: 休息; 星期四: 10:30 – 21:00; 星期五: 10:30 – 21:00; 星期六: 10:30 – 21:00; 星期日: 10:30 – 18:00,60,2025/6/26,https://maps.google.com/?cid=3911757349587246060
桃園市,338台灣桃園市蘆竹區吉林路156巷7號,小布朗寵物美容,338台灣桃園市蘆竹區吉林路156巷7號,03 312 8217,4.8,82,營業中,星期一: 休息; 星期二: 休息; 星期三: 09:00 – 19:00; 星期四: 09:00 – 19:00; 星期五: 09:00 – 19:00; 星期六: 09:00 – 19:00; 星期日: 09:00 – 07:00,62,2025/7/28,https://maps.google.com/?cid=14083853085973541343
桃園市,330台灣桃園市桃園區國豐三街203號1樓,Uni有你寵物美學沙龍（附設狗狗旅館,330台灣桃園市桃園區國豐三街203號1樓,0981 196 867,5,37,營業中,星期一: 10:30 – 19:00; 星期二: 10:30 – 19:00; 星期三: 10:30 – 19:00; 星期四: 休息; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,51,2025/9/5,https://maps.google.com/?cid=12853660037818726444
桃園市,330台灣桃園市桃園區中埔一街309號,迪兒寵物美容,330台灣桃園市桃園區中埔一街309號,03 316 0043,4.9,25,營業中,星期一: 10:30 – 19:30; 星期二: 休息; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,54,2024/10/20,https://maps.google.com/?cid=15234079759430288833
桃園市,338台灣桃園市蘆竹區大竹路50號,浪漫先生寵物美容沙龍Mr.R Pet Salon,338台灣桃園市蘆竹區大竹路50號,03 341 1788,4.9,28,營業中,星期一: 11:00 – 20:00; 星期二: 11:00 – 20:00; 星期三: 休息; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 18:30; 星期日: 11:00 – 18:30,51,2025/4/12,https://maps.google.com/?cid=8611875865515896829
桃園市,10491台灣臺北市中山區遼寧街45巷36號,毛日子寵物美容精品,10491台灣臺北市中山區遼寧街45巷36號,02 2778 3139,4.9,289,營業中,星期一: 10:00 – 20:00; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:30 – 20:00; 星期日: 10:30 – 20:00,69,2025/8/23,https://maps.google.com/?cid=212793793014893624
桃園市,330台灣桃園市桃園區慈光街91巷16號,丸樂屋寵物美容,330台灣桃園市桃園區慈光街91巷16號,0979 076 762,5,40,營業中,星期一: 11:00 – 20:00; 星期二: 11:00 – 20:00; 星期三: 休息; 星期四: 休息; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,45,2025/8/15,https://maps.google.com/?cid=14394591212981770003
桃園市,330台灣桃園市桃園區慈文路322巷5號,貳寶．寵物美容｜選品｜人狗合作散步訓練,330台灣桃園市桃園區慈文路322巷5號,,4.9,44,營業中,星期一: 休息; 星期二: 10:00 – 15:00; 星期三: 10:00 – 15:00; 星期四: 10:00 – 15:00; 星期五: 10:00 – 13:00; 星期六: 10:00 – 16:00; 星期日: 10:00 – 16:00,30,2025/9/17,https://maps.google.com/?cid=6392556684444137507
桃園市,333台灣桃園市龜山區光峰路159號,唯婕寵物沙龍,333台灣桃園市龜山區光峰路159號,03 359 6006,5,123,營業中,星期一: 休息; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,54,2025/9/25,https://maps.google.com/?cid=5750022932816531070
桃園市,320台灣桃園市中壢區福州二街539號,毛小孩寵物沙龍・桃園中壢青埔／專業寵物美容、一對一、無烘箱、低敏護理,320台灣桃園市中壢區福州二街539號,03 451 6349,5,33,營業中,星期一: 休息; 星期二: 09:30 – 19:00; 星期三: 09:30 – 19:00; 星期四: 09:30 – 19:00; 星期五: 09:30 – 17:30; 星期六: 09:30 – 17:30; 星期日: 休息,44.5,2025/10/25,https://maps.google.com/?cid=2025300689308459437
桃園市,330台灣桃園市桃園區中正五街174號,香丁寶寵物美容,330台灣桃園市桃園區中正五街174號,0989 659 339,4.9,38,營業中,星期一: 09:00 – 19:00; 星期二: 09:00 – 19:00; 星期三: 09:00 – 19:00; 星期四: 休息; 星期五: 09:00 – 19:00; 星期六: 09:00 – 19:00; 星期日: 09:00 – 19:00,60,2025/10/21,https://maps.google.com/?cid=2967823820088238322
桃園市,330台灣桃園市桃園區中正三街389號,花居寵物生活別館,330台灣桃園市桃園區中正三街389號,0968 622 815,4.6,295,營業中,星期一: 09:00 – 20:00; 星期二: 09:00 – 20:00; 星期三: 09:00 – 20:00; 星期四: 09:00 – 20:00; 星期五: 09:00 – 20:00; 星期六: 09:00 – 20:00; 星期日: 09:00 – 20:00,77,2025/10/13,https://maps.google.com/?cid=3999943280565571555
桃園市,320台灣桃園市中壢區環中東路191號,舒洗寵物美容 COZY HOUSE 桃園寵物美容 中壢寵物美容 內壢寵物美容,320台灣桃園市中壢區環中東路191號,0909 576 598,5,90,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 休息; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,54,2025/9/26,https://maps.google.com/?cid=9621934338945921235
桃園市,320台灣桃園市中壢區晉元路242號1樓,寵舒芙寵物美容,320台灣桃園市中壢區晉元路242號1樓,03 452 6099,4.9,99,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,54,2025/9/15,https://maps.google.com/?cid=17029062303875394041
桃園市,330台灣桃園市桃園區大興路288號,Go時尚寵物SPA會館,330台灣桃園市桃園區大興路288號,03 346 0566,4.7,43,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 休息; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,54,2025/8/8,https://maps.google.com/?cid=4311537270530067918
桃園市,330台灣桃園市桃園區建國路286號,澡樂子寵物美容,330台灣桃園市桃園區建國路286號,03 367 8709,4.9,81,營業中,星期一: 11:00 – 19:00; 星期二: 休息; 星期三: 休息; 星期四: 11:00 – 19:00; 星期五: 11:00 – 19:00; 星期六: 11:00 – 19:00; 星期日: 11:00 – 19:00,40,2025/5/31,https://maps.google.com/?cid=5912986878074675099
桃園市,330台灣桃園市桃園區同德五街268號,伊嘉寶貝寵物美容坊,330台灣桃園市桃園區同德五街268號,03 216 0153,5,55,營業中,星期一: 09:00 – 19:30; 星期二: 09:00 – 19:30; 星期三: 09:00 – 19:30; 星期四: 09:00 – 19:30; 星期五: 09:00 – 19:30; 星期六: 09:00 – 19:00; 星期日: 休息,62.5,2025/10/3,https://maps.google.com/?cid=7262552258955679226
桃園市,330台灣桃園市桃園區中埔六街177號,Lady gogo 寵物SPA沙龍,330台灣桃園市桃園區中埔六街177號,03 357 3177,4.7,166,營業中,星期一: 10:00 – 20:00; 星期二: 休息; 星期三: 休息; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,50,2025/9/14,https://maps.google.com/?cid=5482005588241773716
桃園市,330台灣桃園市桃園區寶山街384號,哈寶貝寵物沙龍(毛柔專業護理店家),330台灣桃園市桃園區寶山街384號,0958 725 801,4.7,64,營業中,星期一: 10:00 – 18:00; 星期二: 10:00 – 18:00; 星期三: 休息; 星期四: 休息; 星期五: 10:00 – 18:00; 星期六: 10:00 – 18:00; 星期日: 10:00 – 18:00,40,2023/10/9,https://maps.google.com/?cid=6415045698199074398
桃園市,330台灣桃園市桃園區文中二路25巷5號獨樂樂1樓,瞇瞇眼寵物美容專業洗護館,330台灣桃園市桃園區文中二路25巷5號獨樂樂1樓,0903 715 708,5,35,營業中,星期一: 休息; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 09:30 – 19:00; 星期日: 09:30 – 19:00,59,2025/6/17,https://maps.google.com/?cid=14035470200741063350
桃園市,330台灣桃園市桃園區中原路9號,Butter pet House-｜Nu Nu寵物美容•旅館｜標準型貴賓美容｜吧特寵物點心｜,330台灣桃園市桃園區中原路9號,03 336 6986,4.7,46,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,63,2025/4/6,https://maps.google.com/?cid=13067781679771001401
桃園市,334台灣桃園市八德區仁德一路136號1樓,U&妮寵物沙龍 狗狗貓咪洗澡 犬貓spa 口腔照護課程 到府寵物照護 寵物用品店（當月公休日期請見粉絲專頁）,334台灣桃園市八德區仁德一路136號1樓,0963 985 807,4.9,75,營業中,星期一: 10:00 – 19:00; 星期二: 休息; 星期三: 休息; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,45,2025/10/4,https://maps.google.com/?cid=15575031929821419128
桃園市,330台灣桃園市桃園區桃鶯路58號,唯一寵物(桃鶯店) 預約制 小型犬貓 寵物美容,330台灣桃園市桃園區桃鶯路58號,03 366 8830,4.5,39,營業中,,,2025/10/16,https://maps.google.com/?cid=17615267965564889473
桃園市,330台灣桃園市桃園區中山東路1巷60號,張小豬寵物美容坊,330台灣桃園市桃園區中山東路1巷60號,0913 999 351,4.8,60,營業中,星期一: 08:00 – 17:00; 星期二: 08:00 – 17:00; 星期三: 08:00 – 17:00; 星期四: 08:00 – 17:00; 星期五: 休息; 星期六: 08:00 – 17:00; 星期日: 休息,45,2025/8/27,https://maps.google.com/?cid=4207703621238566842
桃園市,330台灣桃園市桃園區龍安街109號,晨曦寵物龍安店,330台灣桃園市桃園區龍安街109號,03 360 9911,4.1,177,營業中,星期一: 10:00 – 22:00; 星期二: 10:00 – 22:00; 星期三: 10:00 – 22:00; 星期四: 10:00 – 22:00; 星期五: 10:00 – 22:00; 星期六: 10:00 – 22:00; 星期日: 10:00 – 22:00,84,2025/6/28,https://maps.google.com/?cid=12926186246337657477
桃園市,338台灣桃園市蘆竹區南昌路264-1號,貝嘉寵物SPA會館,338台灣桃園市蘆竹區南昌路264-1號,03 222 0940,4.9,44,營業中,星期一: 11:00 – 18:00; 星期二: 11:00 – 18:00; 星期三: 休息; 星期四: 休息; 星期五: 11:00 – 18:00; 星期六: 10:00 – 18:00; 星期日: 10:00 – 18:00,37,2025/5/22,https://maps.google.com/?cid=18124946429659093817
桃園市,132新埔七街桃園區桃園市台灣,iPet Store,"號1樓, No. 132新埔七街桃園區桃園市台灣 330",03 317 2989,4.5,79,營業中,星期一: 休息; 星期二: 休息; 星期三: 休息; 星期四: 24 小時營業; 星期五: 休息; 星期六: 休息; 星期日: 休息,0,2025/9/13,https://maps.google.com/?cid=4622532429576249448
桃園市,338台灣桃園市蘆竹區南福街169號,泰狗洗寵物美容,338台灣桃園市蘆竹區南福街169號,03 311 5738,4.8,168,營業中,星期一: 休息; 星期二: 休息; 星期三: 休息; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,36,2025/7/20,https://maps.google.com/?cid=14523341106664692093
桃園市,330台灣桃園市桃園區文中三路60號1樓,小毛頭寵物沙龍旅館-桃園寵物洗澡|寵物美容師|寵物安親|寵物沙龍|貓狗旅館|寵物住宿|寵物旅館|貓狗美容,330台灣桃園市桃園區文中三路60號1樓,03 217 0556,5,21,營業中,星期一: 11:00 – 20:00; 星期二: 11:00 – 20:00; 星期三: 11:00 – 20:00; 星期四: 11:00 – 20:00; 星期五: 11:00 – 20:00; 星期六: 11:00 – 20:00; 星期日: 11:00 – 20:00,63,2025/9/8,https://maps.google.com/?cid=9333416749110527253
桃園市,330台灣桃園市桃園區國際路一段1038號,艾美寵物店,330台灣桃園市桃園區國際路一段1038號,03 220 4575,5,78,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 休息,54,2025/9/27,https://maps.google.com/?cid=1321919262164798534
桃園市,33060台灣桃園市桃園區宏昌十二街143號,米緹寵物美容,33060台灣桃園市桃園區宏昌十二街143號,03 220 0150,4.6,60,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 10:00 – 19:00; 星期四: 10:00 – 17:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,61,2025/10/17,https://maps.google.com/?cid=15425058442865677315
桃園市,338台灣桃園市蘆竹區蘆興南路489-1號,歐娜莉寵物美容,338台灣桃園市蘆竹區蘆興南路489-1號,0918 514 602,5,61,營業中,星期一: 10:00 – 17:00; 星期二: 10:00 – 17:00; 星期三: 10:00 – 17:00; 星期四: 10:00 – 17:00; 星期五: 10:00 – 17:00; 星期六: 10:00 – 17:00; 星期日: 10:00 – 17:00,49,2025/9/14,https://maps.google.com/?cid=6475985112221692243
桃園市,105台灣臺北市松山區民生東路五段192號之五,寶寶寵物美容工作室,105台灣臺北市松山區民生東路五段192號之五,02 2746 0886,4.9,145,營業中,星期一: 12:00 – 19:00; 星期二: 12:00 – 19:00; 星期三: 12:00 – 19:00; 星期四: 12:00 – 19:00; 星期五: 12:00 – 19:00; 星期六: 12:00 – 19:00; 星期日: 休息,42,2025/10/15,https://maps.google.com/?cid=6620261807874512895
桃園市,330台灣桃園市桃園區民富十一街3號1樓,愛萌寵x幸福美地(桃園區門巿) 全台唯一合法寵物生命禮儀 桃園寵物火化及殯葬推薦 ２４小時桃園免費接送 合法永久塔位,330台灣桃園市桃園區民富十一街3號1樓,03 260 5158,5,664,營業中,星期一: 24 小時營業; 星期二: 24 小時營業; 星期三: 24 小時營業; 星期四: 24 小時營業; 星期五: 24 小時營業; 星期六: 24 小時營業; 星期日: 24 小時營業,0,2025/9/17,https://maps.google.com/?cid=9012124800115379948
桃園市,333台灣桃園市龜山區萬壽路二段1125號,百分百寵物生活館 寵物美容 (桃園-龜山萬壽店) 獸醫師開的寵物店,333台灣桃園市龜山區萬壽路二段1125號,03 350 5565,5,264,營業中,星期一: 11:00 – 21:00; 星期二: 11:00 – 21:00; 星期三: 11:00 – 21:00; 星期四: 11:00 – 21:00; 星期五: 11:00 – 21:00; 星期六: 11:00 – 21:00; 星期日: 11:00 – 21:00,70,2025/10/16,https://maps.google.com/?cid=4821973786367026494
桃園市,330台灣桃園市桃園區南平路95號,愛之美寵物美容,330台灣桃園市桃園區南平路95號,0926 717 981,4.8,59,營業中,星期一: 11:30 – 19:00; 星期二: 休息; 星期三: 11:30 – 19:00; 星期四: 休息; 星期五: 11:30 – 19:00; 星期六: 11:30 – 19:00; 星期日: 11:30 – 19:00,37.5,2025/9/30,https://maps.google.com/?cid=2200886424073588685
桃園市,330台灣桃园市桃園區天祥七街102號1樓,沐菓自然沐浴🌿寵物美容,330台灣桃园市桃園區天祥七街102號1樓,0987 906 277,5,19,營業中,星期一: 休息; 星期二: 休息; 星期三: 休息; 星期四: 休息; 星期五: 10:00 – 19:00; 星期六: 10:00 – 17:00; 星期日: 10:00 – 19:00,25,2025/4/5,https://maps.google.com/?cid=4661766842425492524
桃園市,330台灣桃園市桃園區民富五街30號,嘿皮+寵物沙龍 HAPPY PLUS（官方Line：@803btyac）,330台灣桃園市桃園區民富五街30號,0958 340 384,4.8,39,營業中,星期一: 10:00 – 17:00; 星期二: 10:00 – 17:00; 星期三: 休息; 星期四: 10:00 – 17:00; 星期五: 10:00 – 17:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,46,2025/9/13,https://maps.google.com/?cid=8125294912171519274
桃園市,338台灣桃園市蘆竹區上興路46號,沐癒毬寵物沙龍 Muyuchill pet salon (*預約優先制*公休日參照官方Line或IG),338台灣桃園市蘆竹區上興路46號,03 323 6707,5,23,營業中,星期一: 08:30 – 18:30; 星期二: 08:30 – 18:30; 星期三: 08:30 – 18:30; 星期四: 08:30 – 18:30; 星期五: 08:30 – 18:30; 星期六: 09:00 – 18:00; 星期日: 休息,59,2025/5/24,https://maps.google.com/?cid=7185760695466158069
桃園市,333台灣桃園市龜山區文化三路1-31號,汪汪ㄉㄨㄟˋ寵物美容,333台灣桃園市龜山區文化三路1-31號,03 327 0695,5,27,營業中,星期一: 10:30 – 19:00; 星期二: 10:30 – 19:00; 星期三: 休息; 星期四: 10:30 – 19:00; 星期五: 10:30 – 19:00; 星期六: 10:30 – 19:00; 星期日: 10:30 – 19:00,51,2025/8/30,https://maps.google.com/?cid=6072520802717923634
台中市,408台灣臺中市南屯區東興路二段265號,旺憂寵物(東興館) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,408台灣臺中市南屯區東興路二段265號,04 2473 5678,5,935,營業中,星期一: 10:00 – 20:00; 星期二: 10:00 – 20:00; 星期三: 10:00 – 20:00; 星期四: 10:00 – 20:00; 星期五: 10:00 – 20:00; 星期六: 10:00 – 20:00; 星期日: 10:00 – 20:00,70,2025/10/19,https://maps.google.com/?cid=5398168039952287247
台中市,408台灣臺中市南屯區黎明路二段136號,山芙蓉寵物沙龍-台中寵物美容教學,408台灣臺中市南屯區黎明路二段136號,04 2381 2992,4.9,118,營業中,星期一: 11:00 – 22:00; 星期二: 11:00 – 17:00; 星期三: 11:00 – 22:00; 星期四: 11:00 – 22:00; 星期五: 11:00 – 22:00; 星期六: 11:00 – 22:00; 星期日: 11:00 – 22:00,72,2025/8/17,https://maps.google.com/?cid=17644973450535798427
台中市,406台灣臺中市北屯區松竹路二段102號,SOQ寵物沙龍,406台灣臺中市北屯區松竹路二段102號,04 2247 3830,4.9,160,營業中,星期一: 休息; 星期二: 10:30 – 19:30; 星期三: 10:30 – 19:30; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,54,2025/8/27,https://maps.google.com/?cid=8037580259330798760
台中市,402台灣臺中市南區五權南路548號,犬藝匠-寵物美容沙龍,402台灣臺中市南區五權南路548號,04 2260 8363,5,43,營業中,星期一: 10:00 – 19:00; 星期二: 10:00 – 19:00; 星期三: 休息; 星期四: 10:00 – 19:00; 星期五: 10:00 – 19:00; 星期六: 10:00 – 19:00; 星期日: 10:00 – 19:00,54,2025/9/30,https://maps.google.com/?cid=8646205275883934479
台中市,412台灣臺中市大里區國光路二段540-2號,夢幻寵物美學 貓咪獨立空間【台中大里寵物美容教學】寵物美容證照｜寵物美容評價最高｜貓狗美容推薦｜貓狗剃毛｜貓狗洗澡,412台灣臺中市大里區國光路二段540-2號,04 2481 4911,5,168,營業中,星期一: 10:00 – 18:00; 星期二: 10:00 – 18:00; 星期三: 09:00 – 17:00; 星期四: 10:00 – 18:00; 星期五: 10:00 – 18:00; 星期六: 11:00 – 18:00; 星期日: 11:00 – 18:00,54,2025/10/12,https://maps.google.com/?cid=12790046083312242852
台中市,401台灣臺中市東區旱溪東路一段290-1號,栗澡堂寵物美容,401台灣臺中市東區旱溪東路一段290-1號,,4.9,150,營業中,星期一: 10:30 – 19:30; 星期二: 10:30 – 19:30; 星期三: 休息; 星期四: 10:30 – 19:30; 星期五: 10:30 – 19:30; 星期六: 10:30 – 19:30; 星期日: 10:30 – 19:30,54,2025/10/20,https://maps.google.com/?cid=655051929946909176
台中市,403台灣臺中市西區臺灣大道二段222號3F&4F號,毛五木寵物計畫 - 寵物美容安親住宿,403台灣臺中市西區臺灣大道二段222號3F&4F號,04 2328 5222,4.8,220,營業中,星期一: 09:00 – 22:00; 星期二: 09:00 – 22:00; 星期三: 09:00 – 22:00; 星期四: 09:00 – 22:00; 星期五: 09:00 – 22:00; 星期六: 09:00 – 22:00; 星期日: 09:00 – 22:00,91,2025/10/11,https://maps.google.com/?cid=1365990160340074790
