name,license,license_date,vet,tel,address,service
東煌水產動物醫院,開業執照：嘉府獸師開字第68號,發照日期：2017-10-19,負責獸醫師(佐)：王東煌,聯絡電話：05-3453837,地     址：嘉義縣布袋鎮中安里中厝95號,營業項目：水生動物
東盟獸醫院,開業執照：嘉府獸師開字第61號,發照日期：2017-10-03,負責獸醫師(佐)：蔡泳得,聯絡電話：05-3475145,地     址：嘉義縣布袋鎮興中里博愛1街3號,營業項目：寵物
東憲動物醫院,開業執照：新北獸醫業字第385號,發照日期：2019-07-05,負責獸醫師(佐)：程逸旻,聯絡電話：0282860264,地     址：新北市蘆洲區長樂路36號1樓,營業項目：犬貓醫療
東興動物醫院,開業執照：中市獸醫開字第105035號,發照日期：2017-01-23,負責獸醫師(佐)：林裕翔,聯絡電話：04-23271908,地     址：臺中市西區東興路3段164號,營業項目：動物診療
林口動物醫院,開業執照：新北獸醫業字第225號,發照日期：2016-09-02,負責獸醫師(佐)：林仕湶,聯絡電話：02-26018364,地     址：新北市林口區中正路496號1樓,營業項目：動物內、外、產科診療
林犬貓專科醫院,開業執照：基府獸開字第4號,發照日期：1998-09-16,負責獸醫師(佐)：林琦盛,聯絡電話：24291552,地     址：基隆市信義區信二路87號,營業項目：一般內外科、皮膚科、產科等
林克動物醫院,開業執照：北市獸業字第628號,發照日期：2025-03-31,負責獸醫師(佐)：謝長邑,聯絡電話：02-25217758,地     址：臺北市中山區林森北路506號1、2樓,營業項目：內、外科
林動物醫院,開業執照：桃獸師開執字第298號,發照日期：2022-11-04,負責獸醫師(佐)：林芳瑞,聯絡電話：03-3277235,地     址：桃園市龜山區復興二路110巷62號,營業項目：犬貓內科、外科診療
林惠卿動物醫院,開業執照：南縣獸師診開字第155號,發照日期：2001-06-08,負責獸醫師(佐)：林惠卿,聯絡電話：067262666,地     址：佳里區子龍里176之1號,營業項目：家畜禽疾病診斷、治療
林森動物醫院,開業執照：87府建農字第56號,發照日期：1998-07-14,負責獸醫師(佐)：王政其,聯絡電話：,地     址：嘉義市林森東路312號,營業項目：內科與外科
林園動物醫院,開業執照：高縣獸醫開字第159號,發照日期：1999-07-12,負責獸醫師(佐)：李順清,聯絡電話：07-6422679,地     址：高雄市林園區林園里林園北路434號,營業項目：動物診療
林聖書家畜醫院,開業執照：彰府農畜師字第34號,發照日期：,負責獸醫師(佐)：林聖書,聯絡電話：04-8934090,地     址：彰化縣芳苑鄉草湖村仁愛路18號,營業項目：
林獸醫動物診所,開業執照：彰府農防佐字第84號,發照日期：2005-10-20,負責獸醫師(佐)：林英凱,聯絡電話：,地     址：彰化縣員林市林森路231巷21號7樓,營業項目：犬、貓、內外科及家畜、家禽診療
杰禾動物醫院,開業執照：南市獸開字第142號,發照日期：2014-02-26,負責獸醫師(佐)：蔡仁杰,聯絡電話：06-2909119,地     址：臺南市東區仁和里10鄰仁和路133-3號,營業項目：內科、外科、皮膚科、產科
杰輝家畜醫院,開業執照：北縣獸醫業字第150號,發照日期：2003-04-02,負責獸醫師(佐)：施斌烈,聯絡電話：二二０一二八八一,地     址：新北市新莊區西盛街一五九號,營業項目：內科、外科
板新動物醫院,開業執照：北府畜醫業字第168號,發照日期：,負責獸醫師(佐)：謝騰騫,聯絡電話：29695866,地     址：新北市板橋區中正路332-11號,營業項目：內科 外科 產科 骨科 皮膚科
板橋上弦動物醫院,開業執照：新北獸醫業字第474號,發照日期：2025-10-02,負責獸醫師(佐)：蔡文軒,聯絡電話：02-22728119,地     址：新北市板橋區府中路126號之1號,營業項目：24小時動物急診、一般內外科
板橋台大動物醫院,開業執照：北縣獸醫業字第153號,發照日期：2022-03-22,負責獸醫師(佐)：卓念真,聯絡電話：22580809,地     址：新北市板橋區文化路2段11號1樓及2樓,營業項目：醫療
板橋動物醫院,開業執照：新北獸醫業字第354號,發照日期：2015-11-10,負責獸醫師(佐)：林宗毅,聯絡電話：2252-3218,地     址：新北市板橋區文化路2段522號1樓,營業項目：小動物內外科
松山動物醫院,開業執照：北市獸業字第438號,發照日期：2011-10-06,負責獸醫師(佐)：陳炳旭,聯絡電話：27673322,地     址：臺北市信義區松山路275號,營業項目：小動物內外科
欣民動物醫院,開業執照：高市獸師開字第314號,發照日期：2016-03-30,負責獸醫師(佐)：連治明,聯絡電話：07-7659787,地     址：高雄市鳳山區瑞隆東路25號,營業項目：小動物診療
欣光犬貓專科醫院,開業執照：新北獸醫業字第457號,發照日期：2024-07-18,負責獸醫師(佐)：蔡欣亞,聯絡電話：22720105,地     址：新北市板橋區中正路332-3號,營業項目：犬貓醫療
欣旺動物醫院,開業執照：北市獸業字第214號,發照日期：,負責獸醫師(佐)：張明祥,聯絡電話：02-27618013,地     址：台北市松山路265號,營業項目：獸醫診療
欣欣動物醫院,開業執照：新北獸醫業字第346號,發照日期：2015-02-03,負責獸醫師(佐)：甘騰凱,聯絡電話：2282-5058,地     址：新北市蘆洲區中山一路160號,營業項目：內科、外科、心臟內科、急診加護、產科、骨科、皮膚科
欣欣動物醫院,開業執照：嘉府獸師開字第72號,發照日期：2018-03-02,負責獸醫師(佐)：陳亮源,聯絡電話：05-2534265,地     址：嘉義縣中埔鄉金蘭村2鄰4號,營業項目：經濟動物
欣欣動物醫院,開業執照：雲診字第87號,發照日期：2012-03-13,負責獸醫師(佐)：李岳芳,聯絡電話：,地     址：雲林縣斗六市成功路519-1號,營業項目：動物疾病診療
欣欣動物醫院,開業執照：桃獸師開執字第146號,發照日期：2004-10-22,負責獸醫師(佐)：潘志恆,聯絡電話：03-3500683,地     址：桃園市龜山區萬壽路2段918號,營業項目：動物診療
欣欣動物醫院,開業執照：北市獸業字第240號,發照日期：2007-11-13,負責獸醫師(佐)：胡誌文,聯絡電話：02-27681119,地     址：台北市松隆路286-1號1樓,營業項目：內、外、產科
欣欣動物醫院,開業執照：中市獸醫開字第105206號,發照日期：2017-12-07,負責獸醫師(佐)：劉佩婕,聯絡電話：04-22709087,地     址：臺中市大里區立新街226號,營業項目：一般內、外、產科
河童動物醫院,開業執照：南市獸開字第169號,發照日期：2017-10-03,負責獸醫師(佐)：游士弘,聯絡電話：06-2330656,地     址：臺南市永康區自強路615號,營業項目：內科、外科、產科
河碧家畜診所,開業執照：南縣獸師開字第1號,發照日期：1968-02-12,負責獸醫師(佐)：陳河伯,聯絡電話：06-5722241,地     址：台南市麻豆區興中路41號,營業項目：家畜、禽疾病診斷治療
波比寵物專科醫院,開業執照：苗縣獸師開字第97031號,發照日期：2018-12-27,負責獸醫師(佐)：莊孟修,聯絡電話：037-550450,地     址：苗栗縣竹南鎮光復路436號,營業項目：門診及住院診療
波可動物醫院,開業執照：高市獸師開字第338號,發照日期：2019-03-19,負責獸醫師(佐)：湯皓平,聯絡電話：07-3495560,地     址：高雄市左營區自由四路367號,營業項目：動物診療、動物住院
波拉動物醫院,開業執照：北市獸業字第618號,發照日期：2024-05-24,負責獸醫師(佐)：楊翌辰,聯絡電話：02-25116151,地     址：臺北市中山區長安東路2段12號,營業項目：家醫、一般牙科、外科
波波動物醫院,開業執照：中市獸醫開字第106010號,發照日期：2017-12-05,負責獸醫師(佐)：李佳展,聯絡電話：04-23116910,地     址：臺中市西屯區寧夏路85號及85之1號,營業項目：小動物診療
波特動物醫院,開業執照：竹縣字第41號,發照日期：2022-06-14,負責獸醫師(佐)：許譯中,聯絡電話：03-5506823,地     址：新竹縣竹北市自強五路247號,營業項目：犬貓醫療、住院照護
波菲爾動物醫院,開業執照：南縣獸師診開字第160號,發照日期：2004-06-29,負責獸醫師(佐)：陳培源,聯絡電話：066331525,地     址：台南市新營區復興路156號,營業項目：家畜禽疾病診斷治療
波羅動物醫院,開業執照：南市獸開字第222號,發照日期：2025-07-28,負責獸醫師(佐)：葉婉柔,聯絡電話：06-2898579,地     址：臺南市東區中華東路三段452巷17號,營業項目：牙科、犬貓內外科、特寵專科
泡泡動物醫院,開業執照：中市獸醫開字第105199號,發照日期：2017-11-15,負責獸醫師(佐)：徐子涵,聯絡電話：04-23833183,地     址：臺中市南屯區龍德路一段102號,營業項目：小動物診療
泛亞動物醫院,開業執照：桃獸師開執字第122號,發照日期：2002-09-05,負責獸醫師(佐)：謝振達,聯絡電話：03-4803728,地     址：桃園市龍潭區東龍路285號,營業項目：內外產科
牧可動物診所,開業執照：雲診字第99號,發照日期：2023-03-01,負責獸醫師(佐)：龔建嘉,聯絡電話：0910947567,地     址：雲林縣虎尾鎮林森路2段436巷6-36號,營業項目：動物診療
牧平動物醫院,開業執照：新北獸醫業字第450號,發照日期：2023-10-27,負責獸醫師(佐)：葉張平,聯絡電話：8521-5219,地     址：新北市新莊區麗水街81號,營業項目：小動物內外科
牧光特殊寵物專科醫院,開業執照：北市獸業字第598號,發照日期：2023-02-13,負責獸醫師(佐)：李彥霖,聯絡電話：02-25926590,地     址：臺北市大同區民族西路65號,營業項目：鳥類、兩爬蟲類、小型哺乳類醫療
牧羊人動物醫院,開業執照：桃獸師開執字第260號,發照日期：2016-04-25,負責獸醫師(佐)：黃敏銓,聯絡電話：03-3127227,地     址：桃園市蘆竹區南順五街11號,營業項目：內科、外科、軟組織外科、產科、泌尿科、腸胃科、急診重症加護
牧村動物醫院,開業執照：北縣獸醫業字第233號,發照日期：2022-08-03,負責獸醫師(佐)：吳鴻儒,聯絡電話：89511172,地     址：新北市板橋區中山路2段28號,營業項目：內科、外科、產科、皮膚科
牧森動物醫院,開業執照：嘉市獸開字第96號,發照日期：2022-06-13,負責獸醫師(佐)：黃煜程,聯絡電話：05-2288088,地     址：嘉義市民生北路263號,營業項目：犬貓醫療
狗尾草動物醫院,開業執照：北市獸業字第625號,發照日期：2024-12-17,負責獸醫師(佐)：古晉維,聯絡電話：02-27328636,地     址：臺北市信義區和平東路3段361號1樓,營業項目：一般內科、皮膚科診療
狗脾氣動物醫院,開業執照：中市獸醫開字第105159號,發照日期：2017-06-08,負責獸醫師(佐)：鍾延聰,聯絡電話：04-26225317,地     址：臺中市清水區五權東路11號,"營業項目：內科, 外科, 產科"
知心動物醫院,開業執照：桃獸師開執字第309號,發照日期：2024-02-06,負責獸醫師(佐)：張之馨,聯絡電話：無,地     址：桃園市平鎮區中正五路156號,營業項目：犬貓內外科、預防注射、出診服務
社子動物醫院,開業執照：北市獸業字第178號,發照日期：,負責獸醫師(佐)：李韋達,聯絡電話：02-28165355,地     址：臺北市士林區延平北路5段191號1樓,營業項目：內外產科診療
肥肥壯壯獸醫院,開業執照：雲診字第92號,發照日期：2014-12-26,負責獸醫師(佐)：陳哲欽,聯絡電話：,地     址：雲林縣二崙鄉大同路21之2號,營業項目：動物疾病診療
肯亞特殊寵物專科醫院,開業執照：屏獸開字第146號,發照日期：2023-04-12,負責獸醫師(佐)：謝秉倫,聯絡電話：08-7656655,地     址：屏東縣屏東市崇朝一路192號,營業項目：看診.住院照護
肯亞野動倉庫動物醫院,開業執照：屏獸開字第154號,發照日期：2024-09-25,負責獸醫師(佐)：謝智龍,聯絡電話：08-7776262,地     址：屏東縣萬丹鄉丹榮路975號,營業項目：動物診療
舍享動物醫院,開業執照：新北獸醫業字第429號,發照日期：2022-12-07,負責獸醫師(佐)：王俊力,聯絡電話：02-29685116,地     址：新北市板橋區林園街22號1樓,營業項目：小動物醫療(內外科)
芳源家畜醫院,開業執照：屏獸開字第36號,發照日期：2006-04-17,負責獸醫師(佐)：黃芳源,聯絡電話：7776792,地     址：屏東縣萬丹鄉萬全村元泰街255號,營業項目：一般動物診治
芝山動物醫院,開業執照：北市獸業字第347號,發照日期：2006-01-11,負責獸醫師(佐)：曾治鈞,聯絡電話：02-28328385,地     址：臺北市士林區文林路762-2號1樓,營業項目：動物診療
芙憩動物醫院,開業執照：嘉市獸開字第102號,發照日期：2024-09-11,負責獸醫師(佐)：王凱玄,聯絡電話：05-2910100,地     址：嘉義市西區興達路645號,營業項目：犬貓診療、內外科、牙科
花蓮動物醫院,開業執照：府農畜開字第11號,發照日期：2005-05-02,負責獸醫師(佐)：蕭坤榮,聯絡電話：03-8571650,地     址：花蓮市國富十街118號,營業項目：家畜內外皮膚科診療
芥菜種動物醫院,開業執照：南市獸開字第180號,發照日期：2023-02-13,負責獸醫師(佐)：高詠晴,聯絡電話：06-3027620,地     址：臺南市永康區東橋10街32號,營業項目：骨外科、家醫科、一般內外科、腫瘤科、心臟科
芯安動物醫院,開業執照：新北獸醫業字第372號,發照日期：2017-07-20,負責獸醫師(佐)：林政維,聯絡電話：28086596,地     址：新北市淡水區民族路33-7號,營業項目：一般內外科、腸胃科、中醫針灸
虎尾動物醫院,開業執照：雲診字第38號,發照日期：2007-03-21,負責獸醫師(佐)：蘇志郎,聯絡電話：,地     址：雲林縣虎尾鎮穎川里林森路二段521號,營業項目：動物診療
初日動物醫院,開業執照：新北獸醫業字第445號,發照日期：2023-06-29,負責獸醫師(佐)：梁紘瑋,聯絡電話：8914-6420,地     址：新北市新店區民族路25號,營業項目：犬貓診療
迎光動物醫院,開業執照：中市獸醫開字第113011號,發照日期：2024-06-12,負責獸醫師(佐)：張雅斐,聯絡電話：04-24362496,地     址：臺中市北屯區建和路一段99號,營業項目：小動物診療
返璞動物醫院,開業執照：桃獸師開執字第318號,發照日期：2025-02-25,負責獸醫師(佐)：陳雪萍,聯絡電話：0903979796,地     址：桃園市蘆竹區南山路二段453號,營業項目：犬貓內科及外科診療
近易動物醫院,開業執照：北縣獸醫業字第161號,發照日期：2004-02-13,負責獸醫師(佐)：楊志鴻,聯絡電話：82287360,地     址：新北市中和區連城路428巷6弄9號,營業項目：內科 外科 骨科 皮膚科
金氏動物醫院,開業執照：新北獸醫業字第401號,發照日期：2020-10-22,負責獸醫師(佐)：金仕謙,聯絡電話：0289146999,地     址：新北市新店區中興路1段208號1樓,營業項目：動物醫療
金生動物醫院,開業執照：中市獸醫開字第105006號,發照日期：2017-01-13,負責獸醫師(佐)：石金生,聯絡電話：04-23282369,地     址：臺中市南屯區大墩路671號1樓,營業項目：動物內、外、產科
金門同伴動物醫院,開業執照：(104)疫政字第2號,發照日期：2018-03-31,負責獸醫師(佐)：徐曉萍,聯絡電話：082-331090,地     址：金門縣金湖鎮山外里下莊光武路22號,營業項目：動物診療
金門縣野生動物救傷站,開業執照：(111)疫政字第1號,發照日期：2022-08-19,負責獸醫師(佐)：陳亭,聯絡電話：,地     址：金門縣金湖鎮南雄30號,營業項目：金門地區野生動物救傷/診療復健/住院及外科
長弘動物醫院,開業執照：南市獸開字第164號,發照日期：2017-01-09,負責獸醫師(佐)：陳建良,聯絡電話：06-2323377,地     址：臺南市永康區正強街139號,營業項目：小動物診斷及治療
長生動物醫院,開業執照：桃獸師開執字第181號,發照日期：1993-04-23,負責獸醫師(佐)：洪衍成,聯絡電話：4566941,"地     址：桃園市中壢區環中東路二段22,24號",營業項目：內外產科
長生動物醫院,開業執照：中市獸醫開字第105097號,發照日期：2017-03-06,負責獸醫師(佐)：林銘尚,聯絡電話：04-24722396,地     址：臺中市南屯區南屯路二段52號1樓,營業項目：內科、外科、產科、骨科
長安動物診所,開業執照：苗縣獸師開字第108046號,發照日期：2019-09-17,負責獸醫師(佐)：徐慶芳,聯絡電話：037-266688,地     址：苗栗縣苗栗市上苗里7鄰長安街22號,營業項目：門診診療、外科除外
長佐動物醫院,開業執照：新北獸醫業字第448號,發照日期：2023-09-11,負責獸醫師(佐)：張育瑞,聯絡電話：2968-1389,地     址：新北市板橋區永翠路348號1樓,營業項目：小動物內外科
長宏動物醫院,開業執照：北市獸業字第469號,發照日期：2013-12-10,負責獸醫師(佐)：吳家慶,聯絡電話：25678939,地     址：臺北市中山區吉林路173號,營業項目：內、外科、皮膚科
長沁動物醫院,開業執照：北市獸業字第395號,發照日期：2018-05-22,負責獸醫師(佐)：張婷婷,聯絡電話：25992119,地     址：臺北市大同區承德路3段9號1樓,營業項目：小動物內科、外科、產科
長良動物醫院,開業執照：府農漁開字第41號,發照日期：2020-10-07,負責獸醫師(佐)：邱怡珍,聯絡電話：03-8889038,地     址：花蓮縣玉里鎮莊敬路29號,營業項目：內科、外科、住院、中獸醫針灸
長和動物醫院,開業執照：中市獸醫開字第105002號,發照日期：2017-01-12,負責獸醫師(佐)：陳永群,聯絡電話：04-22219626,地     址：臺中市南區國光路45號,營業項目：犬內、外、產科、病理檢驗
長和動物醫院,開業執照：高市建獸醫字第62號,發照日期：1989-04-14,負責獸醫師(佐)：黃埼祥,聯絡電話：07-2613930,地     址：高雄市新興區忠孝一路245號,營業項目：內、外、產科、病理檢驗
長庚家畜醫院,開業執照：高市獸佐開字第52號,發照日期：1996-10-21,負責獸醫師(佐)：林忠勇,聯絡電話：07-5318288,地     址：高雄市鼓山區鼓山一路31之2號,營業項目：內、外、產科
長庚動物醫院,開業執照：南縣獸師診開字第133號,發照日期：1997-09-22,負責獸醫師(佐)：施慶源,聯絡電話：06-6375229,地     址：臺南市新營區中山路100號,營業項目：家畜禽疾病診斷、治療
長明動物醫院,開業執照：南縣獸師診開字第171號,發照日期：2007-04-19,負責獸醫師(佐)：魏淑菁,聯絡電話：067232873,地     址：台南市佳里區文化路343號,營業項目：動物醫療
長門動物醫院,開業執照：高市獸師開字第373號,發照日期：2022-06-01,負責獸醫師(佐)：陳俊有,聯絡電話：07-7222447,地     址：高雄市苓雅區福德二路73號,營業項目：動物診療、動物住院
長青動物醫院,開業執照：北市獸業字第314號,發照日期：,負責獸醫師(佐)：林長青,聯絡電話：23369908,地     址：臺北市萬華區廣州街78號1樓、78-1號1、2樓,營業項目：內外科診療
長青動物醫院央北分院,開業執照：新北獸醫業字第470號,發照日期：2025-08-08,負責獸醫師(佐)：孫友梅,聯絡電話：02-22185798,地     址：新北市新店區央北一路112號,營業項目：犬貓內科診療
長青動物醫院長安分院,開業執照：北市獸業字第632號,發照日期：2025-07-25,負責獸醫師(佐)：許綺芳,聯絡電話：02-2559-1578,地     址：臺北市大同區長安西路289-1號,營業項目：犬貓醫療
長春心時代動物醫院,開業執照：中市獸醫開字第105100號,發照日期：2017-03-08,負責獸醫師(佐)：黃柏儒,聯絡電話：04-23171689,地     址：臺中市西屯區西屯路二段17之1號,營業項目：犬貓內外科
長春動物醫院,開業執照：桃獸師開執字第97號,發照日期：2006-08-15,負責獸醫師(佐)：范長春,聯絡電話：03-3298323,地     址：桃園市龜山區萬壽路2段960號1樓,營業項目：內外產科
長榮動物醫院,開業執照：北府畜醫業字第99號,發照日期：1992-10-28,負責獸醫師(佐)：陳永瑞,聯絡電話：02-29414760,地     址：中和區景平路380號1樓,營業項目：內外產科、傳染病、普通病
長慶動物醫院,開業執照：北市獸業字第254號,發照日期：2000-09-01,負責獸醫師(佐)：范長慶,聯絡電話：02-26331257,地     址：台北市內湖區東湖路7巷七號1樓,營業項目：內、外、產、骨科診療
長興動物醫院,開業執照：雲診字第88號,發照日期：2013-01-21,負責獸醫師(佐)：楊長興,聯絡電話：05-5572888,地     址：雲林縣斗六市榴南里南仁路122號,營業項目：動物疾病診療
阿牛犬貓急診醫院,開業執照：北市獸業字第467號,發照日期：2013-12-02,負責獸醫師(佐)：邱張祺,聯絡電話：28810478,地     址：臺北市士林區基河路238號1樓,營業項目：小動物診療、一般外科、產科、洗牙、預防注射
雨豆動物醫院,開業執照：屏獸開字第155號,發照日期：2025-01-09,負責獸醫師(佐)：莊仲寧,聯絡電話：08-766866,地     址：屏東縣屏東市建豐路248號,營業項目：動物疾病診療
雨聲動物醫院,開業執照：屏獸開字第66號,發照日期：2003-02-10,負責獸醫師(佐)：林雨聲,聯絡電話：08-7803009,地     址：屏東縣潮州鎮朝昇東路339號,營業項目：小動物疾病診療
青山動物醫院,開業執照：桃獸師開執字第178號,發照日期：2006-05-11,負責獸醫師(佐)：林明宏,聯絡電話：03-3333600,地     址：桃園市桃園區春日路229號,營業項目：內外產科
青田動物醫院,開業執照：彰府農防師開字第157號,發照日期：2021-02-20,負責獸醫師(佐)：蔡宗佑,聯絡電話：04-8334919,地     址：彰化縣員林市莒光路697-6號,營業項目：狗、貓診療
青谷動物醫院,開業執照：桃獸師開執字第303號,發照日期：2023-03-13,負責獸醫師(佐)：王喜暖,聯絡電話：03-2877119,地     址：桃園市中壢區洽溪路179號,營業項目：犬貓診療
青亞動物醫院,開業執照：新北獸醫業字第406號,發照日期：2020-12-28,負責獸醫師(佐)：謝青峰,聯絡電話：29528989,地     址：新北市板橋區光環路1段80號1樓,營業項目：小動物外科、內科、骨科、牙科
青林動物醫院,開業執照：高市獸師開字第404號,發照日期：2024-10-11,負責獸醫師(佐)：吳思樺,聯絡電話：07-7633033,地     址：高雄市鳳山區新富路486號,營業項目：動物診療、動物住院
青青動物醫院,開業執照：桃獸師開執字第275號,發照日期：2019-06-17,負責獸醫師(佐)：李宗峰,聯絡電話：03-2872330,地     址：桃園市中壢區永能路35號,營業項目：犬貓鼠兔內外科 中獸醫
青青動物醫院,開業執照：新北獸醫業字第252號,發照日期：2013-06-05,負責獸醫師(佐)：呂彥青,聯絡電話：2983-5687,地     址：新北市三重區重新路三段31-3號1樓,營業項目：內科、外科、皮膚科、腸胃科
非凡動物醫院,開業執照：中市獸醫開字第105225號,發照日期：2017-12-18,負責獸醫師(佐)：劉政昌,聯絡電話：04-22771269,地     址：臺中市太平區鵬儀路1-4號,營業項目：內.外.產科
信安犬貓診所,開業執照：雲診字第69號,發照日期：2004-11-03,負責獸醫師(佐)：徐源宏,聯絡電話：057835158,地     址：雲林縣北港鎮l新街里華勝路430號,營業項目：動物診療
信安家畜醫院,開業執照：北府畜醫業字第147號,發照日期：1995-07-22,負責獸醫師(佐)：林信義,聯絡電話：02-28479181,地     址：新北市蘆洲區中正路142號,營業項目：內外產科、皮膚科、骨科
信安動物醫院,開業執照：中市獸醫開字第105033號,發照日期：2017-01-23,負責獸醫師(佐)：林銘信,聯絡電話：04-22055045,地     址：臺中市北區健行路638號,營業項目：疾病診療、外、產科、預防注射、糞便、發情檢查
信安動物醫院,開業執照：竹市建農字第22625號,發照日期：1996-04-02,負責獸醫師(佐)：蔡東昇,聯絡電話：03-5318126,地     址：新竹市民權路242號,營業項目：內外產科
信安動物醫院,開業執照：桃獸師開執字第143號,發照日期：2004-09-09,負責獸醫師(佐)：王可喬,聯絡電話：3503075,地     址：桃園市龜山區新路里自強南路82號,營業項目：內外產科
信揚動物醫院,開業執照：中市獸醫開字第105180號,發照日期：2017-10-12,負責獸醫師(佐)：林金龍,聯絡電話：04-24730000,地     址：臺中市南屯區南屯路二段271號,營業項目：內、外、產、皮膚科
信達犬貓專科醫院,開業執照：北市獸業字第245號,發照日期：1995-06-12,負責獸醫師(佐)：謝德和,聯絡電話：02-28812150,地     址：台北市華齡街22巷15弄5號,營業項目：一般診療
信誼動物診所,開業執照：雲診字第43號,發照日期：2006-12-22,負責獸醫師(佐)：陳金山,聯絡電話：05-6653590,地     址：虎尾鎮芳草里崁頂4號,營業項目：家畜、禽疾病預防治療
保生動物醫院,開業執照：嘉府獸師開字第4號,發照日期：2017-10-19,負責獸醫師(佐)：林本立,聯絡電話：05-2655193,地     址：嘉義縣大林鎮四維街138號,營業項目：寵物、經濟動物、水生動物
保全獸醫院,開業執照：北市獸業字第131號,發照日期：1989-07-19,負責獸醫師(佐)：鄧賢銓,聯絡電話：02-23024375,地     址：台北市西藏路324、326號1樓,營業項目：內、外、骨及產科診療
冠友動物醫院,開業執照：桃獸佐開執字第72號,發照日期：,負責獸醫師(佐)：莊鴻烈,聯絡電話：03-4392983,地     址：桃園市平鎮區中豐路南勢二段150號,營業項目：動物診療
冠生動物醫院,開業執照：中市獸醫開字第105087號,發照日期：2017-02-22,負責獸醫師(佐)：林冠壯,聯絡電話：04-22928102,地     址：臺中市西屯區河南路二段108號,營業項目：動物診療
冠安動物醫院,開業執照：高市建獸醫字第143號,發照日期：2022-01-13,負責獸醫師(佐)：莊寶華,聯絡電話：07-2236451,地     址：高雄市苓雅區中正二路131之1號,營業項目：動物診療、動物住院
冠豪動物醫院,開業執照：彰府農防師開字第97號,發照日期：2008-06-02,負責獸醫師(佐)：徐旻煜,聯絡電話：04-7200696,地     址：彰化市彰美路1段230號,營業項目：內、外、產、骨、住院、家庭醫學科
勇翔動物醫院,開業執照：高市獸師開字第161號,發照日期：1998-03-09,負責獸醫師(佐)：劉勇麟,聯絡電話：07-3514242,地     址：高雄市楠梓區常德路308號,營業項目：內外產科、骨科、皮膚科
南京太僕動物醫院,開業執照：北市獸業字第555號,發照日期：2019-07-15,負責獸醫師(佐)：朱鳳軒,聯絡電話：02-27562005,地     址：臺北市松山區南京東路5段286號1樓及B1,營業項目：內科、外科、產科、皮膚科
南崁動物醫院,開業執照：桃獸師開執字第98號,發照日期：1999-10-08,負責獸醫師(佐)：吳德晃,聯絡電話：3520136,地     址：桃園市蘆竹區中正路379號,營業項目：內外產科
南勢角動物醫院,開業執照：新北獸醫業字第348號,發照日期：2015-04-21,負責獸醫師(佐)：謝易軒,聯絡電話：8668-9920,地     址：新北市中和區捷運路20號1樓,"營業項目：內,外,產科,牙科,住院照顧,預防注射"
厚德動物醫院,開業執照：北市獸業字第248號,發照日期：1995-11-10,負責獸醫師(佐)：李厚德,聯絡電話：02-28831716,地     址：臺北市士林區華齡街54號1樓,營業項目：內外產科診療
品安動物醫院,開業執照：高市獸師開字第302號,發照日期：2015-02-09,負責獸醫師(佐)：高祥益,聯絡電話：07-3851313,地     址：高雄市三民區同盟一路73號一樓,營業項目：動物診療、動物住院
品安動物醫院,開業執照：北市獸業字第390號,發照日期：,負責獸醫師(佐)：陳厚安,聯絡電話：02-29359188,地     址：臺北市文山區羅斯福路6段89號1樓,營業項目：動物診療
品冠動物醫院,開業執照：彰府農防師開字第83號,發照日期：2005-10-13,負責獸醫師(佐)：許武農,聯絡電話：048942107,地     址：彰化縣埤頭鄉豐崙村沙崙路625-16號,營業項目：豬、牛、羊、家禽、水產、內外產科診療
品品動物醫院,開業執照：中市獸醫開字第105183號,發照日期：2017-10-17,負責獸醫師(佐)：蘇品,聯絡電話：04-25256889,地     址：臺中市豐原區中山路157號,營業項目：內科、外科、產科、骨科及皮膚科
品家動物醫院,開業執照：中市獸醫開字第113006號,發照日期：2024-03-27,負責獸醫師(佐)：葉家愷,聯絡電話：04-22428686,地     址：臺中市北屯區昌平路一段304號,營業項目：小動物內外科、中獸醫
品湛動物醫院,開業執照：桃獸師開執字第256號,發照日期：,負責獸醫師(佐)：黃永盛,聯絡電話：03-3363252,地     址：桃園市桃園區民生路495號之9,營業項目：內外科
品澤動物醫院,開業執照：竹縣字第29號,發照日期：2020-12-31,負責獸醫師(佐)：蔣若涵,聯絡電話：03-5553259,地     址：新竹縣竹北市中華路875號,營業項目：犬貓診療
品馨動物醫院,開業執照：中市獸醫開字第112008號,發照日期：2023-09-12,負責獸醫師(佐)：王尉竹,聯絡電話：04-23149199,地     址：臺中市西區忠明路4號,營業項目：犬貓內外產科
哈比動物醫院,開業執照：新北獸醫業字第400號,發照日期：2020-09-11,負責獸醫師(佐)：邱裕盛,聯絡電話：2997-9733,地     址：新北市新莊區幸福路596號及600號,營業項目：犬貓內外科
哈囉彼得動物醫院,開業執照：中市獸醫開字第106009號,發照日期：2017-10-26,負責獸醫師(佐)：陳重威,聯絡電話：04-24728828,地     址：臺中市南屯區東興路二段29號,營業項目：小動物內外科、小動物牙科、兔子內外科、兔子牙科
哈囉獸醫診所,開業執照：苗縣獸師開字第113002號,發照日期：2024-01-29,負責獸醫師(佐)：羅杲圭,聯絡電話：037-233582,地     址：苗栗縣公館鄉館中村17鄰通明街30號,營業項目：門診診療
城光動物醫院,開業執照：竹縣字第48號,發照日期：2024-03-04,負責獸醫師(佐)：金以諾,聯絡電話：0982098224,地     址：新竹縣竹北市嘉豐五路2段123號,營業項目：犬貓內外科、急診、重症看護
