name_filtered,address_filtered,city,district,place_id,name_checked,business_status,address_checked,phone,opening_hours,types,rating,rating_total,longitude,latitude,map_url,website,newest_review
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司金龍分公司,臺北市內湖區內湖路三段3號1樓及地下1樓、5號地下1樓,臺北市,內湖區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
萬達寵物事業股份有限公司_青年分公司,高雄市鳳山區青年路二段450、452號,高雄市,鳳山區,ChIJNYTdqkSpQjQR5VgPsVBSp1Q,萬達寵物事業股份有限公司,OPERATIONAL,10491台灣中山區林森北路516號,0225428800,,"['establishment', 'point_of_interest']",2.0,4.0,121.52547,25.0622305,https://maps.google.com/?cid=6099934726818060517,,2024-12-04
