縣市,名稱,地址,評分,評論數,營業時間,經度,緯度
桃園市,樂活寵物居家生活館-犬貓寵物美容SPA 不關籠安親住宿 24小時保姆照護 精緻剪毛 手工吹整,338104台灣桃园市芦竹区中山北街89號1樓,4.9,103.0,星期一: 09:30 – 21:00；星期二: 09:30 – 21:00；星期三: 09:30 – 21:00；星期四: 09:30 – 21:00；星期五: 09:30 – 21:00；星期六: 09:30 – 21:00；星期日: 09:30 – 21:00,121.302137,25.051991
桃園市,奇優達寵物生活館,330台灣桃園市桃園區國際路二段194號1-2樓,4.9,42.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.2880617,24.9951492
桃園市,901寵物生活SPA旅館,330台灣桃園市桃園區經國路221號,4.6,44.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 休息；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,121.3077404,25.0122092
桃園市,Uni有你寵物美學沙龍（附設狗狗旅館,330台灣桃園市桃園區國豐三街203號1樓,5.0,37.0,星期一: 10:30 – 19:00；星期二: 10:30 – 19:00；星期三: 10:30 – 19:00；星期四: 休息；星期五: 10:30 – 19:00；星期六: 10:30 – 19:00；星期日: 10:30 – 19:00,121.2780047,24.9923413
桃園市,小毛頭寵物沙龍旅館-桃園寵物洗澡|寵物美容師|寵物安親|寵物沙龍|貓狗旅館|寵物住宿|寵物旅館|貓狗美容,330台灣桃園市桃園區文中三路60號1樓,5.0,21.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,121.2887927,24.9971635
桃園市,龍慈寵物spa/中壢貓住宿,320台灣桃園市中壢區龍慈路83號,5.0,11.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 休息；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.2474588,24.9432466
桃園市,唯婕寵物沙龍,333台灣桃園市龜山區光峰路159號,5.0,123.0,星期一: 休息；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,121.3426293,25.0029951
桃園市,Dotty pet studio 兜去寵旅,338台灣桃園市蘆竹區大興八街91號,5.0,84.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.2603052,25.0174759
桃園市,Q Hotel 酷毛寵物旅館,244台灣新北市林口區文化三路二段115巷68號1樓,4.8,224.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.3739294,25.0820468
桃園市,甜Eight寵物美容·住宿,326台灣桃園市楊梅區梅獅路二段192號,4.9,41.0,星期一: 休息；星期二: 09:00 – 18:00；星期三: 09:00 – 18:00；星期四: 09:00 – 18:00；星期五: 09:00 – 18:00；星期六: 09:00 – 18:00；星期日: 09:00 – 18:00,121.1772163,24.9059163
桃園市,日光貓寓 貓旅館,320台灣桃園市中壢區領航南路三段83-3號1樓,5.0,42.0,星期一: 24 小時營業；星期二: 24 小時營業；星期三: 24 小時營業；星期四: 24 小時營業；星期五: 24 小時營業；星期六: 24 小時營業；星期日: 24 小時營業,121.2174678,25.008359
桃園市,留守•犬 寵物旅館 / RUSU DOG HOTEL-龍潭寵物會館|寵物安親|狗狗安親|寵物住宿|寵物旅館|狗狗旅館|獨立寵物房|在地推薦寵物店,325台灣桃園市龍潭區中豐路上林段358號,5.0,15.0,星期一: 09:00 – 18:00；星期二: 09:00 – 18:00；星期三: 09:00 – 18:00；星期四: 09:00 – 18:00；星期五: 09:00 – 18:00；星期六: 09:00 – 18:00；星期日: 09:00 – 18:00,121.2032562,24.8596408
桃園市,毛宅一起寵物美容旅店,337台灣桃園市大園區華興路一段13號1樓,4.8,54.0,未提供,121.1960562,25.0560245
桃園市,LANI DOGTEL 樂妮寵物美容旅館,320台灣桃園市中壢區環北路565號,5.0,9.0,星期一: 10:00 – 18:30；星期二: 10:00 – 18:30；星期三: 休息；星期四: 10:00 – 18:30；星期五: 10:00 – 18:30；星期六: 10:00 – 18:30；星期日: 10:00 – 18:30,121.2295509,24.9641
桃園市,狗老爸寵物美容旅館,320台灣桃園市中壢區中美路一段42號,4.6,176.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.2233989,24.9597046
桃園市,So Sweet 真貼心寵物美容旅館/開放式不關籠/中壢寵物美容推薦/寵物美容/寵物,320台灣桃園市中壢區延平路352號,4.2,289.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.225155,24.9599777
桃園市,Doggy Happy狗狗樂寵物造型沙龍,330台灣桃園市桃園區樹林四街84號,5.0,71.0,星期一: 休息；星期二: 09:00 – 19:00；星期三: 09:00 – 19:00；星期四: 09:00 – 19:00；星期五: 09:00 – 19:00；星期六: 09:00 – 19:00；星期日: 休息,121.3132817,24.9804691
桃園市,萊恩寵物精品貓舍,330台灣桃園市桃園區中正路416-1號,5.0,3.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.307784,25.0001939
桃園市,新北市 板橋 澎澎寵物旅館,22052台灣新北市板橋區新生街29巷15弄2號1樓,4.9,379.0,星期一: 11:00 – 20:30；星期二: 11:00 – 20:30；星期三: 11:00 – 20:30；星期四: 11:00 – 20:30；星期五: 11:00 – 20:30；星期六: 11:00 – 20:30；星期日: 11:00 – 20:30,121.4565554,25.0220493
桃園市,艾森寵物沙龍（全預約）,330台灣桃園市桃園區樹仁三街79號,5.0,44.0,星期一: 10:30 – 19:00；星期二: 10:30 – 19:00；星期三: 休息；星期四: 休息；星期五: 10:30 – 19:00；星期六: 10:30 – 19:00；星期日: 10:30 – 19:00,121.3224312,24.9744754
桃園市,遇見cat寵物生活館,333台灣桃園市龜山區樂學一路122號,5.0,50.0,星期一: 休息；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 18:00,121.3847761,25.0509685
桃園市,Go時尚寵物SPA會館,330台灣桃園市桃園區大興路288號,4.7,43.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 休息；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,121.3153098,25.0164643
桃園市,萌萌噠寵物美容/住宿/安親,243台灣新北市泰山區同興里仁武街21號,5.0,26.0,星期一: 11:00 – 19:00；星期二: 11:00 – 19:00；星期三: 休息；星期四: 11:00 – 19:00；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.433589,25.054575
桃園市,苗琳寵物,333台灣桃園市龜山區萬壽路二段1209-2號,4.8,65.0,星期一: 11:00 – 19:00；星期二: 11:00 – 19:00；星期三: 11:00 – 19:00；星期四: 休息；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.3299656,24.9931318
台中市,寵曖貓狗生活館-寵物貓狗美容造型 寵物旅館住宿安親接送 SPA按摩 基礎深層美容清潔推薦,40041台灣臺中市中區民族路223號,5.0,2022.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.675575,24.143038
台中市,瑋特貓狗SPA生活館－台中寵物美容丨台中寵物住宿丨台中寵物旅館丨台中寵物沙龍丨狗美容丨狗住宿 推薦,408台灣臺中市南屯區大墩十一街648號,4.5,918.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.6371097,24.1487966
台中市,英倫王子悠閒時光寵物旅館,407台灣臺中市西屯區逢甲路227-1號,4.6,159.0,星期一: 09:30 – 20:30；星期二: 09:30 – 20:30；星期三: 09:30 – 20:30；星期四: 09:30 – 20:30；星期五: 09:30 – 20:30；星期六: 09:30 – 20:00；星期日: 09:30 – 20:00,120.6411736,24.1765426
台中市,有好犬旅 UHOUSE 寵物旅館｜美容｜安親（全預約制）,403台灣臺中市西區博館路213號2樓,4.9,83.0,星期一: 09:01 – 20:50；星期二: 09:01 – 20:50；星期三: 09:01 – 20:50；星期四: 09:01 – 18:50；星期五: 09:01 – 20:50；星期六: 09:01 – 20:50；星期日: 09:01 – 20:50,120.661584,24.1585952
台中市,霏霏寵物度假會館,406台灣臺中市北屯區和福路66號,4.9,180.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.7237451,24.1710654
台中市,Hello Puppy 頂級寵物會館,408台灣臺中市南屯區益昌二街111號,5.0,147.0,星期一: 09:00 – 18:00；星期二: 09:00 – 18:00；星期三: 09:00 – 18:00；星期四: 09:00 – 18:00；星期五: 09:00 – 18:00；星期六: 09:00 – 18:00；星期日: 09:00 – 18:00,120.6325382,24.1405936
台中市,好萌pet sitter,403台灣臺中市西區五權七街206號,4.8,73.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.6569029,24.1352734
台中市,走走貓咪精品寵物旅館 Catwalk Inn 台中純貓旅館 貓咪安親 寵物用品,404台灣臺中市北區山西路一段56號,4.9,131.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.6754473,24.1658709
台中市,浴旺森林頂級寵物沙龍SPA按摩,40878台灣臺中市南屯區五權西路二段365號,5.0,71.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.6460664,24.1398394
台中市,夏沐沐寵物美容｜寵物住宿｜皮膚管理｜台中西屯,407台灣臺中市西屯區永福路118巷11號,4.9,238.0,星期一: 10:00 – 19:30；星期二: 10:00 – 19:30；星期三: 10:00 – 19:30；星期四: 10:00 – 19:30；星期五: 10:00 – 19:30；星期六: 10:00 – 19:30；星期日: 10:00 – 19:30,120.621333,24.184323
台中市,汪喵の旅 寵物旅館,"No. 372, No. 372號軍福十六路北屯區臺中市台灣 406",4.8,209.0,星期一: 10:00 – 22:00；星期二: 10:00 – 22:00；星期三: 10:00 – 22:00；星期四: 10:00 – 22:00；星期五: 10:00 – 22:00；星期六: 10:00 – 22:00；星期日: 10:00 – 22:00,120.7219845,24.1751842
台中市,犬弟寶寵物住宿/美容（預約請洽官方line：@217boamf),406台灣臺中市北屯區平興街2號,5.0,120.0,星期一: 09:30 – 18:30；星期二: 09:30 – 18:30；星期三: 09:30 – 18:30；星期四: 09:30 – 18:30；星期五: 09:30 – 15:00；星期六: 10:30 – 18:00；星期日: 休息,120.6966295,24.1752914
台中市,尊毛屋寵物美容行旅,404台灣臺中市北區益華街138號,4.9,263.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.6899034,24.1613963
台中市,樂曖貓狗生活館-寵物住宿推薦(台中南區)寄宿旅館 優質平價寵物美容 寵物貓狗安親 寵物SPA 貓咪造型美容洗澡,402007台灣臺中市南區忠孝路3號,4.9,272.0,星期一: 11:00 – 20:00；星期二: 休息；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,120.6754574,24.1270822
台中市,沐森琳寵物沙龍行旅,404台灣臺中市北區梅亭街490號,5.0,196.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.6745993,24.1606232
台中市,咕吉家Gugi+ ｜台中貓咪旅館｜台中貓咪住宿｜台中貓咪到府服務｜台中寵物蛋糕,407台灣臺中市西屯區上明二街8號,5.0,215.0,"星期一: 10:30 – 15:00, 22:30 – 00:30；星期二: 10:30 – 15:00, 22:30 – 00:30；星期三: 10:30 – 15:00, 22:30 – 00:30；星期四: 10:30 – 15:00, 22:30 – 00:30；星期五: 10:30 – 15:00, 22:30 – 00:30；星期六: 10:30 – 15:00, 22:30 – 00:30；星期日: 10:30 – 15:00, 22:30 – 00:30",120.6425261,24.1708258
台中市,小犬大宅寵物旅店,408台灣臺中市南屯區大英街179號,4.9,57.0,星期一: 10:00 – 20:00；星期二: 休息；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.6486569,24.1460489
台中市,帕比樂寵物旅館·美容·安親·游泳池,406台灣臺中市北屯區柳陽西街118號,4.9,76.0,星期一: 10:30 – 19:30；星期二: 10:30 – 19:30；星期三: 10:30 – 19:30；星期四: 10:30 – 19:30；星期五: 10:30 – 19:30；星期六: 10:30 – 19:30；星期日: 10:30 – 19:30,120.6935905,24.1767614
台中市,洞伴樂齡寵安苑 Soul Cave 不關籠寵物旅館 高齡犬照顧 不關籠 24小時人員照顧,401台灣臺中市東區育英路37之21號新業築願景社區店面,5.0,47.0,星期一: 08:00 – 20:00；星期二: 08:00 – 20:00；星期三: 08:00 – 20:00；星期四: 08:00 – 20:00；星期五: 08:00 – 20:00；星期六: 08:00 – 20:00；星期日: 08:00 – 20:00,120.6979967,24.1365058
台中市,咪喜micy-貓狗寵物旅館,406台灣臺中市北屯區北華街119號,4.9,55.0,星期一: 12:00 – 21:00；星期二: 12:00 – 20:30；星期三: 12:00 – 20:30；星期四: 12:00 – 20:30；星期五: 12:00 – 20:30；星期六: 12:00 – 20:30；星期日: 12:00 – 20:30,120.6965889,24.16238
台中市,旺憂寵物(東興館) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,408台灣臺中市南屯區東興路二段265號,5.0,934.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.652805,24.143398
台南市,PUPPY IDOL 帕彼愛逗寵物精品時尚旅館,701台灣臺南市東區東門路二段240號,4.7,126.0,星期一: 11:00 – 22:00；星期二: 11:00 – 22:00；星期三: 11:00 – 22:00；星期四: 11:00 – 22:00；星期五: 11:00 – 22:00；星期六: 11:00 – 22:00；星期日: 11:00 – 22:00,120.2244548,22.9845531
台南市,棲心寵物旅宿,709台灣臺南市安南區長和路一段370號,4.9,87.0,星期一: 08:30 – 18:30；星期二: 08:30 – 18:30；星期三: 08:30 – 18:30；星期四: 08:30 – 18:30；星期五: 08:30 – 18:30；星期六: 08:30 – 18:30；星期日: 08:30 – 18:30,120.2290889,23.062054
台南市,四季逗 Seasons Dog 寵物旅館（不定時公休，預約制）,701台灣臺南市東區東平路142號,5.0,33.0,星期一: 11:00 – 18:00；星期二: 11:00 – 18:00；星期三: 11:00 – 18:00；星期四: 11:00 – 18:00；星期五: 11:00 – 18:00；星期六: 11:00 – 18:00；星期日: 11:00 – 18:00,120.229627,22.9955066
台南市,史溫托爾寵物旅館,701台灣臺南市安平區永華路二段660號708,4.8,70.0,星期一: 11:00 – 19:30；星期二: 休息；星期三: 11:00 – 19:30；星期四: 11:00 – 18:00；星期五: 11:00 – 19:30；星期六: 11:00 – 19:30；星期日: 11:00 – 19:30,120.1734037,22.9910015
台南市,樹洞寵物旅店@treehotel（+line預約）,741台灣臺南市善化區民生路287號,5.0,13.0,星期一: 09:00 – 23:00；星期二: 09:00 – 23:00；星期三: 09:00 – 23:00；星期四: 09:00 – 23:00；星期五: 09:00 – 23:00；星期六: 09:00 – 23:00；星期日: 09:00 – 23:00,120.2989826,23.1305511
台南市,狗宿喜正向低壓寵物旅館(全預約制),702台灣臺南市南區南門路341-4號,5.0,82.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.2039484,22.9764427
台南市,壞壞狗寵物旅館∣MND ∣台南．大空間狗狗旅館．住宿．安親托顧,704台灣臺南市北區成功路382-1號,4.3,125.0,星期一: 10:00 – 18:30；星期二: 休息；星期三: 10:00 – 18:30；星期四: 10:00 – 18:30；星期五: 10:00 – 18:30；星期六: 10:00 – 18:30；星期日: 10:00 – 18:30,120.2002807,23.0004046
台南市,小犬座寵物旅館Canis Minor,700台灣臺南市中西區海安路一段30號,5.0,15.0,星期一: 10:00 – 21:00；星期二: 10:00 – 21:00；星期三: 10:00 – 21:00；星期四: 10:00 – 21:00；星期五: 10:00 – 21:00；星期六: 10:00 – 21:00；星期日: 10:00 – 21:00,120.1951077,22.9881638
台南市,想見妮寵物美容-住宿,710台灣臺南市永康區中山南路490巷2弄10號,4.7,65.0,星期一: 休息；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.2395979,23.0174495
台南市,MUMAO 牧貓精品寵物旅館 - 台南館(寵物住宿.寵物美容),701台灣臺南市東區裕農路375號B1號,4.6,195.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.2302392,22.9874531
台南市,月亮慢慢走Moon walks slowly 台南寵物友善民宿,700台灣臺南市中西區衛民街106之21號,4.8,253.0,未提供,120.2090657,22.993368
台南市,Pawliday Inn 波利迪之旅 寵物旅館,704台灣臺南市北區公園路630號,5.0,6.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,120.2101402,23.0075719
台南市,小尾巴客棧｜寵物精品旅館-台南安平寵物零食|寵物旅館推薦|寵物住宿|寵物到府服務|寵物美容|寵物安親|寵物寄宿|寵物保母,708台灣臺南市安平區慶平路689號2樓,5.0,57.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.1673186,22.9975998
台南市,Susisusi Cats Inn 四序貓旅｜頂級純貓旅館、貓咪長照住宿、貓咪長照醫療、家具式空間、安心陪伴、24小時遠端監控、獨立負壓空調｜,710台灣臺南市永康區中華路359號,5.0,42.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.2335405,23.0088016
台南市,樂芙倪寵物精品旅館,70162台灣臺南市東區裕忠路128-3號,4.8,63.0,星期一: 10:30 – 18:40；星期二: 休息；星期三: 休息；星期四: 10:30 – 18:40；星期五: 10:30 – 18:40；星期六: 10:30 – 18:40；星期日: 10:30 – 18:40,120.24158,22.9870611
台南市,美力生寵物生活館,700台灣臺南市中西區大同路一段62號,4.8,98.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.2111825,22.9871892
台南市,萌旅寵物美容沙龍旅館（預約制，加LINE預約：@momogo）,744台灣臺南市新市區豐榮59-21號,4.8,50.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 18:00,120.3053075,23.0879824
台南市,都在貓咪旅館 | 擼貓咖啡廳 | 台南貓咖 | 貓咪販售 | 貓咪美容,700台灣臺南市中西區民族路三段218號3樓,4.9,6454.0,星期一: 12:00 – 19:30；星期二: 休息；星期三: 12:00 – 19:30；星期四: 12:00 – 19:30；星期五: 12:00 – 19:30；星期六: 12:00 – 19:30；星期日: 12:00 – 19:30,120.1939942,22.9998136
台南市,太陽慢慢走 Red Letter Day 台南寵物友善民宿,700台灣臺南市中西區大埔街89巷35號,4.7,439.0,未提供,120.2082477,22.9868598
台南市,樂狗堡寵物旅館（預約制）,702台灣臺南市南區金華路二段57巷10號,4.9,13.0,星期一: 10:00 – 19:00；星期二: 休息；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.1909488,22.9783974
台南市,Pawtel 寵旅精品,710台灣臺南市永康區文化路251號2樓,4.8,40.0,未提供,120.2546205,23.0148554
高雄市,寵悠活-鮮食宿-寵物旅館 寵物美容 寵物安親 寵物百貨 短期長期寵物住宿,813台灣高雄市左營區部後街10-1號,5.0,154.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 休息,120.2883358,22.6838688
高雄市,毛毛 愛狗樂 寵物旅館__ 不關籠50坪超大遊戲空間,800台灣高雄市新興區林森一路187號2樓,5.0,220.0,星期一: 11:00 – 18:00；星期二: 11:00 – 18:00；星期三: 11:00 – 18:00；星期四: 11:00 – 18:00；星期五: 11:00 – 18:00；星期六: 11:00 – 18:00；星期日: 11:00 – 18:00,120.3046007,22.6318821
高雄市,豬窩寵物沙龍旅館Piggy｜24H監視器觀看｜寵物住宿｜貓狗住宿｜寵物美容｜寵物安親,807台灣高雄市三民區興昌街26號,5.0,112.0,星期一: 10:00 – 18:00；星期二: 休息；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 18:00,120.3186177,22.6460118
高雄市,LaiDua寵物美容＆寵物住宿（安親、貓咪寄宿、高雄寵物住宿）,811台灣高雄市楠梓區土庫一路10號,4.9,57.0,星期一: 10:30 – 19:00；星期二: 10:30 – 19:00；星期三: 10:30 – 19:00；星期四: 10:30 – 19:00；星期五: 10:30 – 19:00；星期六: 10:30 – 19:00；星期日: 10:30 – 19:00,120.3321542,22.7357544
高雄市,狗的窩 Golden World-寵物沙龍旅館,807台灣高雄市三民區遼寧三街93號,5.0,247.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.28925,22.6435905
高雄市,跑跑跳寵物旅館&寵物美容沙龍&高雄寵物旅館&楠梓寵物旅館,811台灣高雄市楠梓區東昌街23號,4.9,76.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 16:30,120.2901615,22.7203785
高雄市,愛尼萌寵物旅館 狗貓 兔子寵物住宿 美容 安親,807台灣高雄市三民區建工路802號,5.0,225.0,星期一: 09:00 – 19:00；星期二: 09:00 – 19:00；星期三: 09:00 – 19:00；星期四: 09:00 – 19:00；星期五: 09:00 – 19:00；星期六: 09:00 – 19:00；星期日: 09:00 – 19:00,120.3181713,22.6483351
高雄市,毛絨絨澡堂x貓茸茸旅館,806台灣高雄市前鎮區民權二路613號,5.0,624.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.314148,22.616788
高雄市,Kuma's熊樣寵物旅館,804台灣高雄市鼓山區明誠三路600號,4.8,136.0,星期一: 10:00 – 18:00；星期二: 10:00 – 18:00；星期三: 10:00 – 18:00；星期四: 10:00 – 18:00；星期五: 10:00 – 18:00；星期六: 10:00 – 18:00；星期日: 10:00 – 18:00,120.2973529,22.6614067
高雄市,VV寵物旅館．美容 高雄寵物住宿/美容/長期住宿/老狗住宿/安寧照護,806台灣高雄市前鎮區梧州街30巷7號,4.9,88.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.3158662,22.6145095
高雄市,祝妮皮安寵物住宿、安親、寄養,802台灣高雄市苓雅區武漢街113-4號,5.0,136.0,星期一: 24 小時營業；星期二: 24 小時營業；星期三: 24 小時營業；星期四: 24 小時營業；星期五: 24 小時營業；星期六: 24 小時營業；星期日: 24 小時營業,120.3278022,22.6204782
高雄市,露娜寵物旅館,807台灣高雄市三民區義昌路42號,4.6,85.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,120.3344254,22.6415119
高雄市,阿毛寵物旅店 A Mou Pet House,814台灣高雄市仁武區仁勇東巷230號,5.0,30.0,星期一: 10:00 – 19:00；星期二: 09:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.35427,22.6769902
高雄市,森森寵物美容沙龍精品旅館（全預約制）🌸🌸附設寵物美容教學（ABC檢定模特兒犬租賃、純色貴賓培育）,812台灣高雄市小港區桂華街458號,5.0,475.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,120.350973,22.583545
